ID Number,"Spottswood Section","Matrix Number (song #, take #)",Normative Artist Name,Artist/Performer as listed,Title of Track,Normative Title Spelling,"Date Performed (exact)","Date Performed (estimate)",Year,Place Performed,Record Label and Number,Record Label,"Instrumentation (first is performer, then alphabetical) ","Arrangers/Composer/Performers, etc (if provided)",Composers and Performers Normative Spelling,Other notes
S3377,16.179,107547-,David Medoff,David Medoff,Proshtchai Moi Syn,,,1/1927,1927,"New York, NY",Co 20096-F,Columbia,"Tenor, Orchestra",,David Medoff (tenor),In Russian
S3378,16.179,107662-1,David Medoff,David Medoff,Margarita,,2/1927,,1927,"New York, NY",Co 20099-F,Columbia,"Tenor, Orchestra",,David Medoff (tenor),In Russian
S3379,16.179,107663-1,David Medoff,David Medoff,Hliadia Na Lutch,,2/1927,,1927,"New York, NY",Co 20107-F,Columbia,"Tenor, Orchestra",,David Medoff (tenor),In Russian
S3380,16.179,107665-,David Medoff,David Medoff,"Oj, Polna, Polna Korobushka (Korobeininki)",,2/1927,,1927,"New York, NY",Co 20099-F,Columbia,"Tenor, Orchestra",,David Medoff (tenor),In Russian
S3381,16.179,107694-1,David Medoff,David Medoff,To Nie Veter Klonet,,2/1927,,1927,"New York, NY",Co 20111-F,Columbia,"Tenor, Orchestra",,David Medoff (tenor),In Russian
S3382,16.179,22951/2,David Medoff,David Medoff,Liebe (Love),,3/5/1927,,1927,"New York, NY",Br rej,Brunswick,"Tenor, Orchestra",,David Medoff (tenor),
S3383,16.179,22953/4,David Medoff,David Medoff,Zapriagu Ja Troiku (Three Horse Team),,3/5/1927,,1927,"New York, NY",Br 59000,Brunswick,"Tenor, Orchestra",,David Medoff (tenor),In Russian; 9-man orchestra
S3384,16.179,22955/6,David Medoff,David Medoff,Tchasovoj (The Guard),,3/5/1927,,1927,"New York, NY",Br 59000,Brunswick,"Tenor, Orchestra",,David Medoff (tenor),In Russian; 9-man orchestra
S3385,16.179,22957/8,David Medoff,David Medoff,"Blue Oigen, Scheine Oigen (Blue Eyes, Beautiful Eyes)",,3/5/1927,,1927,"New York, NY",Br rej,Brunswick,"Tenor, Orchestra",,David Medoff (tenor),9-man orchestra
S3386,16.179,XE 23005,David Medoff,David Medoff Ensemble,Taras Bulba: Scene In A Roadhouse,,5/6/1927,,1927,"New York, NY",Br 79000 (12''),Brunswick,"Tenor, Orchestra",,David Medoff (tenor),In Ukranian; 9-man orchestra
S3387,16.179,XE 23007,David Medoff,David Medoff Ensemble,Na Elis Ailandi (On Ellis Island),,5/6/1927,,1927,"New York, NY",Br 79001 (12''),Brunswick,"Tenor, Orchestra",,David Medoff (tenor),In Ukranian; 9-man orchestra
S3388,16.179,XE 23008,David Medoff,David Medoff Ensemble,Maiska Nitch (May Night),,5/6/1927,,1927,"New York, NY",Br 79000 (12''),Brunswick,"Tenor, Orchestra",,David Medoff (tenor),In Ukranian; 9-man orchestra
S3389,16.179,XE 23011,David Medoff,David Medoff Ensemble,Sorotchinska Ja Jarmarka (Scene On The Market),,5/6/1927,,1927,"New York, NY",Br 79001 (12''),Brunswick,"Tenor, Orchestra",,David Medoff (tenor),In Ukranian; 9-man orchestra
S3390,16.179,"E 5052W, E 26180",David Medoff,David Medoff,Liebe (Love),,5/13/1927,,1927,"New York, NY","Vo 13055, Br 67073",Vocalion,"Tenor, Orchestra",,David Medoff (tenor),
S3391,16.179,"E 5054W, E 26182",David Medoff,David Medoff,"Blue Oigen Scheine Oigen (Blue Eyes, Beautiful Eyes)",,5/13/1927,,1927,"New York, NY","Vo 13055, Br 67073",Vocalion,"Tenor, Orchestra",,David Medoff (tenor),
S3392,16.179,CVE 39937-2,David Medoff,Ivan Masnitza And Co.,Ivan Masnitza (David Medoff)-Pt. 1: Myrowey Soodya,,8/4/1927,,1927,"New York, NY",Vi 68860 (12''),Victor,"Tenor, Baritone, Bass, Cello, Clarinet, Soprano, Sousaphone, Traps, 2 Violin",,David Medoff (tenor),In Ukranian
S3393,16.179,CVE 39938-1,David Medoff,Ivan Masnitza And Co.,Ivan Masnitza (David Medoff)-Pt. 2: Yide Do Ameryky,,8/4/1927,,1927,"New York, NY",Vi 68860 (12''),Victor,"Tenor, Baritone, Bass, Cello, Clarinet, Soprano, Sousaphone, Traps, 2 Violin",,David Medoff (tenor),In Ukranian
S3394,16.179,CVE 39939-1,David Medoff,Ivan Masnitza And Co.,Ivan Masnitza (David Medoff)-Pt. 3: Maye Troble,,8/4/1927,,1927,"New York, NY",Vi 68861 (12''),Victor,"Tenor, Baritone, Bass, Cello, Clarinet, Soprano, Sousaphone, Traps, 2 Violin",,David Medoff (tenor),In Ukranian
S3395,16.179,CVE 39940-1,David Medoff,Ivan Masnitza And Co.,Ivan Masnitza (David Medoff)-Pt. 4: Pershey Tyzden V Ameryci,,8/4/1927,,1927,"New York, NY",Vi 68861 (12''),Victor,"Tenor, Baritone, Bass, Cello, Clarinet, Soprano, Sousaphone, Traps, 2 Violin",,David Medoff (tenor),In Ukranian
S3396,16.179,CVE 39122-2,David Medoff,David Medoff And Company,Shabes Goi (A Servant For The Sabbath),,8/26/1927,,1927,"New York, NY","Vi 68951 (12"")",Victor,"Tenor, Clarinet, Cornet, Sousaphone, Trombone, Viola, Violin",Alfredo Cibelli (director),"David Medoff (tenor), Alfredo Cibelli (director)",
S3397,16.179,CVE 39123-2,David Medoff,David Medoff And Company,Der Yesheva Bocker (The Talmudical Student),,8/26/1927,,1927,"New York, NY",Vi 68951 (12''),Victor,"Tenor, Clarinet, Cornet, Sousaphone, Trombone, Viola, Violin",Alfredo Cibelli (director),"David Medoff (tenor), Alfredo Cibelli (director)",
S3398,16.179,CVE 39124-2,David Medoff,David Medoff And Company,Motke Izwostchik Vert A Chosen (Motke Izwostchik Betrothed),,8/26/1927,,1927,"New York, NY",Vi 68885 (12''),Victor,"Tenor, Clarinet, Cornet, Sousaphone, Trombone, Viola, Violin",Alfredo Cibelli (director),"David Medoff (tenor), Alfredo Cibelli (director)",
S3399,16.179,CVE 39125-2,David Medoff,David Medoff And Company,Motke Izwostchik Hot Chasene (Motke Izwostchik Marries),,8/26/1927,,1927,"New York, NY",Vi 68885 (12''),Victor,"Tenor, Clarinet, Cornet, Sousaphone, Trombone, Viola, Violin",Alfredo Cibelli (director),"David Medoff (tenor), Alfredo Cibelli (director)",
S3400,16.179,BVE 39361-2,David Medoff,David Medoff,Reizele (Sweet Rose),,10/25/1927,,1927,"Camden, NJ",Vi 80259,Victor,"Tenor, Orchestra",Philip Laskowsky (director),"David Medoff (tenor), Philip Laskowsky (director)",
S3401,16.179,BVE 39362-1,David Medoff,David Medoff,Jankele Nar (Foolish Jake),,10/25/1927,,1927,"Camden, NJ",Vi 80259,Victor,"Tenor, Orchestra",Philip Laskowsky (director),"David Medoff (tenor), Philip Laskowsky (director)",
S3402,16.179,BVE 39363-1,David Medoff,David Medoff,"Oif Them Electrik Tcher (In The Electric Chair)-Pt, 1",,10/25/1927,,1927,"Camden, NJ",Vi 80367,Victor,"Tenor, Orchestra",Philip Laskowsky (director),"David Medoff (tenor), Philip Laskowsky (director)",
S3403,16.179,BVE 39364-1,David Medoff,David Medoff,Oif Them Electrik Tcher (In The Electric Chair)-Pt. 2,,10/25/1927,,1927,"Camden, NJ",Vi 80367,Victor,"Tenor, Orchestra",Philip Laskowsky (director),"David Medoff (tenor), Philip Laskowsky (director)",
S3404,16.179,BVE 39367-1,David Medoff,David Medoff,Di Aktrise (The Actress),,10/25/1927,,1927,"Camden, NJ",Vi 80793,Victor,"Tenor, Orchestra",Philip Laskowsky (director),"David Medoff (tenor), Philip Laskowsky (director)",
S3405,16.179,BVE 39368-2,"David Medoff, Rae Solovieva Medoff ",D. Medoff and R. Soloviova,Zigomka Worozska (The Fortune Teller),,10/25/1927,,1927,"Camden, NJ",Vi 80262,Victor,"Vocal Duet, Orchestra",Philip Laskowsky (director),"David Medoff (vocal), Rae Solovieva Medoff (vocal), Philip Laskowsky (director)",In Ukranian
S3406,16.179,BVE 39369-2,"David Medoff, Rae Solovieva Medoff ",D. Medoff and R. Soloviova,Udovitzia (Merry Widow),,10/25/1927,,1927,"Camden, NJ",Vi 80262,Victor,"Vocal Duet, Orchestra",Philip Laskowsky (director),"David Medoff (vocal), Rae Solovieva Medoff (vocal), Philip Laskowsky (director)",In Ukranian
S3407,16.179,BVE 41064-2,"David Medoff, Rae Solovieva Medoff ",D. Medoff and R. Soloviova,"Prudius, Rudi Vuso (Prudius With The Red Moustache)-Sketch",,11/23/1927,,1927,"New York, NY",Vi 80375,Victor,"Vocal Duet, Accordion, Clarinet, Trombone, Violin",David Medoff (composer),"David Medoff (vocal), Rae Solovieva Medoff (vocal), David Medoff (composer)",In Ukranian
S3408,16.179,BVE 41065-1,"David Medoff, Rae Solovieva Medoff ",D. Medoff and R. Soloviova,Goroda Ameriki (American Towns)-Sketch,,11/23/1927,,1927,"New York, NY",Vi 80343,Victor,"Vocal Duet, Accordion, Clarinet, Trombone, Violin",David Medoff (composer),"David Medoff (vocal), Rae Solovieva Medoff (vocal), David Medoff (composer)",In Ukranian
S3409,16.179,BVE 41066-2,"David Medoff, Rae Solovieva Medoff ",D. Medoff and R. Soloviova,"Oj Poslav Mushick (Oh, Peasant Who Sows)-Sketch",,11/23/1927,,1927,"New York, NY",Vi 80343,Victor,"Vocal Duet, Accordion, Clarinet, Trombone, Violin",David Medoff (composer),"David Medoff (vocal), Rae Solovieva Medoff (vocal), David Medoff (composer)",In Ukranian
S3410,16.179,BVE 41067-2,"David Medoff, Rae Solovieva Medoff ",D. Medoff and R. Soloviova,Nesinitnitsia (Fairy Story)-Sketch,,11/23/1927,,1927,"New York, NY",Vi 80375,Victor,"Vocal Duet, Accordion, Clarinet, Trombone, Violin",David Medoff (composer),"David Medoff (vocal), Rae Solovieva Medoff (vocal), David Medoff (composer)",In Ukranian
S3411,16.179,BVE 40775-2,David Medoff,Ivan Petrenko,Delo Pod Poltavoi (Poltava Battle),,12/13/1927,,1927,"Camden, NJ",Vi 80408,Victor,"Tenor,  Accordion, Clarinet, Trombone, Tuba, Violin","Gorodetzer (violin), Eddie Scarpa (clarinet), Basil Fomeen (accordian), Bogarde (trombone), Felisi (tuba)","David Medoff (vocal), Gorodetzer (violin), Eddie Scarpa (clarinet), Basil Fomeen (accordian), Bogarde (trombone), Felisi (tuba)",In Russian
S3412,16.179,BVE 40776-2,David Medoff,Ivan Petrenko,Tchubtshik (Pompadour),,12/13/1927,,1927,"Camden, NJ",Vi 80408,Victor,"Tenor,  Accordion, Clarinet, Trombone, Tuba, Violin",Gorodetzer (violin); Eddie Scarpa (clarinet); Basil Fomeen (accordian); Bogarde (trombone); Felisi (tuba),"David Medoff (vocal), Gorodetzer (violin), Eddie Scarpa (clarinet), Basil Fomeen (accordian), Bogarde (trombone), Felisi (tuba)",In Russian
S3413,16.179,BVE 40777-2,David Medoff,Ivan Petrenko,Margaret,,12/13/1927,,1927,"Camden, NJ",Vi 80478,Victor,"Tenor,  Accordion, Clarinet, Trombone, Tuba, Violin",Gorodetzer (violin); Eddie Scarpa (clarinet); Basil Fomeen (accordian); Bogarde (trombone); Felisi (tuba),"David Medoff (vocal), Gorodetzer (violin), Eddie Scarpa (clarinet), Basil Fomeen (accordian), Bogarde (trombone), Felisi (tuba)",In Russian
S3414,16.179,BVE 40778-2,David Medoff,Ivan Petrenko,Korobushka (Pack Peddler),,12/13/1927,,1927,"Camden, NJ",Vi 80478,Victor,"Tenor,  Accordion, Clarinet, Trombone, Tuba, Violin",Gorodetzer (violin); Eddie Scarpa (clarinet); Basil Fomeen (accordian); Bogarde (trombone); Felisi (tuba),"David Medoff (vocal), Gorodetzer (violin), Eddie Scarpa (clarinet), Basil Fomeen (accordian), Bogarde (trombone), Felisi (tuba)",In Russian
S3415,16.179,W 108561,David Medoff,David Medoff,Dywlius Ja Na Nebo,,,12/1927,1927,"New York, NY",Co 27121-F,Columbia,"Tenor, Orchestra",,David Medoff (vocal),In Ukranian
S3416,16.179,W 108562-1,David Medoff,David Medoff,Wziaw By Ja Banduro,,,12/1927,1927,"New York, NY",Co 27121-F,Columbia,"Tenor, Orchestra",,David Medoff (vocal),In Ukranian
S3417,16.179,W 108563-1,David Medoff,David Medoff,Tchubtchik Kutcheriavyj,,,12/1927,1927,"New York, NY",Co 20126-F,Columbia,"Tenor, Orchestra",,David Medoff (vocal),In Russian
S3418,16.179,W 108564-2,David Medoff,David Medoff,Dielo Bylo Pod Poltavoy,,,12/1927,1927,"New York, NY",Co 20126-F,Columbia,"Tenor, Orchestra",,David Medoff (vocal),In Russian
S3419,16.179,E 25994/5,David Medoff,David Medoff,Ertzem Pertzem,,1/13/1928,,1928,"New York, NY",Br 59037,Brunswick,"Tenor, Orchestra",M. Lichtenstein (arranger); Matus Lichtenstein (director),"David Medoff (vocal), Matus Lichtenstein (arranger), Matus Lichtenstein (director)",In Russian; 9-man orchestra
S3420,16.179,E 25997,David Medoff,David Medoff,Mien Shikzal (My Fate),,1/13/1928,,1928,"New York, NY",Br 67051,Brunswick,"Tenor, Orchestra",M. Lichtenstein (arranger); Matus Lichtenstein (director),"David Medoff (vocal), Matus Lichtenstein (arranger), Matus Lichtenstein (director)",9-man orchestra
S3421,16.179,E 25999,David Medoff,David Medoff,Alein In Weig (Alone On The Road),,1/13/1928,,1928,"New York, NY",Br 67051,Brunswick,"Tenor, Orchestra",M. Lichtenstein (arranger); Matus Lichtenstein (director),"David Medoff (vocal), Matus Lichtenstein (arranger), Matus Lichtenstein (director)",9-man orchestra
S3422,16.179,E 26000/1,David Medoff,David Medoff,1 Schtani (The Stolen Pants),,1/13/1928,,1928,"New York, NY",Br 59037,Brunswick,"Tenor, Orchestra",M. Lichtenstein (arranger); Matus Lichtenstein (director),"David Medoff (vocal), Matus Lichtenstein (arranger), Matus Lichtenstein (director)",In Russian; 9-man orchestra
S3423,16.179,W 108691-2,David Medoff,David Medoff,Novaya Russkaya Kolybelnaya Piesen,,,1/1928,1928,"New York, NY",Co 20129-F,Columbia,"Tenor, Orchestra",Berlin (composer),"David Medoff (vocal), Irving Berlin (composer)",In Russian
S3424,16.179,W 108692-2,David Medoff,David Medoff,Shik-Blesk,,,1/1928,1928,"New York, NY",Co 20129-F,Columbia,"Tenor, Orchestra",,David Medoff (vocal),In Russian
S3425,16.179,W 108693-2,David Medoff,David Medoff,Taka Ii Dolia,,,1/1928,1928,"New York, NY",Co 27130-F,Columbia,"Tenor, Orchestra",,David Medoff (vocal),In Ukranian
S3426,16.179,W 108694-2,David Medoff,David Medoff,Kari Oczi,,,1/1928,1928,"New York, NY",Co 27130-F,Columbia,"Tenor, Orchestra",,David Medoff (vocal),In Ukranian
S3427,16.179,W 109391-2,David Medoff,David Medoff,Zazurywsia Czolowik,,,6/1928,1928,"New York, NY",Co 27144-'F,Columbia,"Tenor, Orchestra",,David Medoff (vocal),In Ukranian
S3428,16.179,W 109392-2,David Medoff,David Medoff,I Szumyt I Hude,,,6/1928,1928,"New York, NY",Co 27144-F,Columbia,"Tenor, Orchestra",,David Medoff (vocal),In Ukranian
S3429,16.179,x,David Medoff,David Medoff,"Yankel, Yankel",,,1928,1928,"New York, NY",Co 20134-F,Columbia,Tenor,,David Medoff (vocal),In Russian
S3430,16.179,x,David Medoff,David Medoff,Tantz-Klass Gospodina Fishmana,,,1928,1928,"New York, NY",Co 20134-F,Columbia,Tenor,,David Medoff (vocal),In Russian
S3431,16.179,x,David Medoff,David Medoff,Evotchka,,,1928,1928,"New York, NY",Co 20150-F,Columbia,Tenor,,David Medoff (vocal),In Russian
S3432,16.179,x,David Medoff,David Medoff,Tchastushki,,,1928,1928,"New York, NY",Co 20150-F,Columbia,Tenor,,David Medoff (vocal),In Russian
S3433,16.179,BVE 46686-2,David Medoff,Ivan Masnitza And Company,U Korcme (At The Saloon) (David Medoff)-Pt. 1,,8/13/1928,,1928,"New York, NY",Vi 81612,Victor,"Tenor, Accordion, Clarinet, Cymbal, Sousaphone, Tambourine, Violin",,David Medoff (vocal),"In Ukranian, with Mrs. Rae Medoff"
S3434,16.179,BVE 46687-2,David Medoff,Ivan Masnitza And Company,U Korcme (At The Saloon) (David Medoff)-Pt. 2,,8/13/1928,,1928,"New York, NY",Vi 81612,Victor,"Tenor, Accordion, Clarinet, Cymbal, Sousaphone, Tambourine, Violin",,David Medoff (vocal),"In Ukranian, with Mrs. Rae Medoff"
S3435,16.179,BVE 46688-1,David Medoff,Ivan Masnitza And Company,Pered Vetchornitsiamy (Preparing For The Party) (David Medoff)-Pt. 1,,8/13/1928,,1928,"New York, NY",Vi V-21003,Victor,"Tenor, Accordion, Clarinet, Cymbal, Sousaphone, Tambourine, Violin",,David Medoff (vocal),"In Ukranian, with Mrs. Rae Medoff"
S3436,16.179,BVE 46689-2,David Medoff,Ivan Masnitza And Company,2 Pered Vetchornitsiamy (Preparing For The Party) (David Medoff)-Pt. 2,,8/13/1928,,1928,"New York, NY",Vi V-21003,Victor,"Tenor, Accordion, Clarinet, Cymbal, Sousaphone, Tambourine, Violin",,David Medoff (vocal),"In Ukranian, with Mrs. Rae Medoff"
S3437,16.179,W 109806-2,David Medoff,David Medoff,Karuselia ''Tchastushki'',,,10/1928,1928,"New York, NY",Co 20167-F,Columbia,"Tenor, Orchestra",,David Medoff (vocal),In Russian
S3438,16.179,W 109807-2,David Medoff,David Medoff,"Lopni, No Derzi Fason",,,10/1928,1928,"New York, NY",Co 20167-F,Columbia,"Tenor, Orchestra",,David Medoff (vocal),In Russian
S3439,16.179,W 109808-1,David Medoff,David Medoff,Rekrutskaya Pesen,,,10/1928,1928,"New York, NY",Co 20165-F,Columbia,"Tenor, Orchestra",,David Medoff (vocal),In Russian
S3440,16.179,W 109809-1,David Medoff,David Medoff,Figili-Migili,,,10/1928,1928,"New York, NY",Co 20165-F,Columbia,"Tenor, Orchestra",,David Medoff (vocal),In Russian
S3441,16.179,BVE 49404-1,David Medoff,Ivan Masnitza And Company,Citizen's Troubles (David Medoff)-Pt. 1,,12/26/1928,,1928,"Camden, NJ",Vi rej,Victor,"Tenor, Clarinet, Piano, Sousaphone, Violin",S. Simkins (violin); Jack Simkins (clarinet); S. Medoff (piano); Chana (Sos),"David Medoff (vocal), S. Simkins (violin), Jack Simkins (clarinet), S. Medoff (piano), Chana (Sos)",In Ukranian
S3442,16.179,BVE 49405-2,David Medoff,Ivan Masnitza And Company,Citizen's Troubles (David Medoff)-Pt. 2,,12/26/1928,,1928,"Camden, NJ",Vi rej,Victor,"Tenor, Clarinet, Piano, Sousaphone, Violin",S. Simkins (violin); Jack Simkins (clarinet); S. Medoff (piano); Chana (Sos),"David Medoff (vocal), S. Simkins (violin), Jack Simkins (clarinet), S. Medoff (piano), Chana (Sos)",In Ukranian
S3443,16.179,BVE 49407-2,David Medoff,Ivan Masnitza And Company,The Millionaire (David Medoff)-Pt. 1,,12/26/1928,,1928,"Camden, NJ","Vi V-21004, Rus MWS109 (33)",Victor,"Tenor, Clarinet, Piano, Sousaphone, Violin",S. Simkins (violin); Jack Simkins (clarinet); S. Medoff (piano); Chana (Sos),"David Medoff (vocal), S. Simkins (violin), Jack Simkins (clarinet), S. Medoff (piano), Chana (Sos)","In Ukranian, Rus MWS109 as E. ZUKOWSKY AND CO"
S3444,16.179,BVE 49408-2,David Medoff,Ivan Masnitza And Company,The Millionaire (David Medoff)-Pt. 2,,12/26/1928,,1928,"Camden, NJ","Vi V-21004, Rus MWS109 (33)",Victor,"Tenor, Clarinet, Piano, Sousaphone, Violin",S. Simkins (violin); Jack Simkins (clarinet); S. Medoff (piano); Chana (Sos),"David Medoff (vocal), S. Simkins (violin), Jack Simkins (clarinet), S. Medoff (piano), Chana (Sos)","In Ukranian, Rus MWS109 as E. ZUKOWSKY AND CO"
S3445,16.179,W 110984-1,David Medoff,David Medoff,"Oj, Wypjemo Rodyno",,,8/1929,1929,"New York, NY",Co 27265-F,Columbia,"Tenor, Orchestra",,David Medoff (vocal),In Ukranian
S3446,16.179,W 110985-2,David Medoff,David Medoff,Bublyczki,,,8/1929,1929,"New York, NY",Co 27265-F,Columbia,"Tenor, Orchestra",,David Medoff (vocal),In Ukranian
S3447,16.179,W 110986-2,David Medoff,David Medoff,"Da Ech, Tam Ubili",,,8/1929,1929,"New York, NY",Co 20186-F,Columbia,"Tenor, Orchestra",,David Medoff (vocal),In Russian
S3448,16.179,W 110987-2,David Medoff,David Medoff,"Oi Matushki, Nie Mogu",,,8/1929,1929,"New York, NY",Co 20186-F,Columbia,"Tenor, Orchestra",,David Medoff (vocal),In Russian
S3449,16.179,W 113319-1,David Medoff,David Medoff,Natasha,,1/1932,,1932,"New York, NY",Co 20294-F,Columbia,"Tenor, Accordion",,David Medoff (vocal),In Russian
S3450,16.179,W 113320-1,David Medoff,David Medoff,Pod Dugoi Kolokoltchik Poyot,,1/1932,,1932,"New York, NY",Co 20297-F,Columbia,"Tenor, Accordion",,David Medoff (vocal),In Russian
S3451,16.179,W 113321,David Medoff,David Medoff,Sibirskaya Pesnia,,1/1932,,1932,"New York, NY",Co 20297-F,Columbia,"Tenor, Accordion",,David Medoff (vocal),In Russian
S3452,16.179,W 113322-1,David Medoff,David Medoff,"Zolotisty, Zolotoi",,1/1932,,1932,"New York, NY",Co 20294-F,Columbia,"Tenor, Accordion",,David Medoff (vocal),In Russian
S3453,16.180,39376-1,Ghza Medvedieff ,Ghza Medvedieff ,Galka,,5/14/1914,,1914,"New York, NY",Co E1887,Columbia,"Soprano, Piano",,Ghza Medvedieff (soprano),
S3454,16.181,39372-1,Jacob Medvedieff,Medvedieff Trio,Die Finstere Nechtele,,5/13/1914,,1914,"New York, NY",Co E2126,Columbia,"Vocal Trio, Piano",,"Jacob Medvedieff (tenor), Medvedieff Trio (vocal)",Jacob Medvedieff b. 1874
S3455,16.181,39373-1,Jacob Medvedieff,Medvedieff Trio,Noczevala Tuczka Zolotaja,,5/13/1914,,1914,"New York, NY",Co E1886,Columbia,"Vocal Trio, Piano",,"Jacob Medvedieff (tenor), Medvedieff Trio (vocal)",In Russian
S3456,16.181,39375-1,Jacob Medvedieff,Jacob Medvedieff,In Cheder,,5/14/1914,,1914,"New York, NY",Co,Columbia,"Tenor, Piano",,Jacob Medvedieff (tenor),
S3457,16.181,39377-2 ,Jacob Medvedieff,Jacob Medvedieff,Die Mezinke,,5/14/1914,,1914,"New York, NY",Co E2126,Columbia,"Tenor, Piano",,Jacob Medvedieff (tenor),
S3458,16.181,39378-2,Jacob Medvedieff,Jacob Medvedieff,I Pagliacci: Vesta La Dzhuba,,5/14/1914,,1914,"New York, NY",Co E1887,Columbia,"Tenor, Piano",,Jacob Medvedieff (tenor),
S3459,16.181,B 15985-1,Jacob Medvedieff,Jacob Medvedieff,"Tzurik Heim Zion (Back To Zion), from ''The Muser''",,5/4/1915,,1915,"New York, NY",Vi 67405,Victor,"Tenor, Orchestra",Joseph M. Rumshinsky (composer); King's Orchestra ,"Jacob Medvedieff (tenor), Joseph Rumshinsky (composer), King's Orchestra (orchestra)",
S3460,16.181,B 15986-2,Jacob Medvedieff,Jacob Medvedieff,"Weh Dem Kind, Wen A Mame Fehlt",,5/4/1915,,1915,"New York, NY",Vi 67405,Victor,"Tenor, Orchestra",Joseph M. Rumshinsky (composer); King's Orchestra,"Jacob Medvedieff (tenor), Joseph Rumshinsky (composer), King's Orchestra (orchestra)",
S3461,16.181,B 15987,Jacob Medvedieff,Jacob Medvedieff,A Mutters Herz,,5/4/1915,,1915,"New York, NY",Vi 67404,Victor,"Tenor, Orchestra",L. Gilrod-Louis Friedsel (composer); King's Orchestra,"Jacob Medvedieff (tenor), Louis Gilrod (composer), Louis Friedsell (composer), King's Orchestra (orchestra)",
S3462,16.181,B 15988-1,Jacob Medvedieff,Jacob Medvedieff,Dem Pastechel's Cholem (A Shepherd's Dream),,5/4/1915,,1915,"New York, NY",Vi 67404,Victor,"Tenor, Orchestra",B. Tomashefsky-Perlmutter-Wohl (composer); King's Orchestra,"Jacob Medvedieff (tenor), Boris Thomashefsky (composer), Arnold Perlmutter (composer), Herman Wohl (composer), King's Orchestra (orchestra)",
S3463,16.181,B 16968-1,Jacob Medvedieff,Jacob Medvedieff,Die Seider Nacht,,1/6/1916,,1916,"New York, NY",Vi rej,Victor,"Tenor, Orchestra",H. Altman (composer); I.R. Berman (arranger);  King's Orchestra,"Jacob Medvedieff (tenor), Hyman Altman (composer), I.R. Berman (arranger), King's Orchestra (orchestra)",
S3464,16.181,B 16969-2,Jacob Medvedieff,Jacob Medvedieff,2 Freitag Af Der Nacht (Die Schabes Nacht),,1/6/1916,,1916,"New York, NY",Vi 67718,Victor,"Tenor, Orchestra",King's Orchestra,"Jacob Medvedieff (tenor), King's Orchestra (orchestra)",
S3465,16.181,B 16970-2,Jacob Medvedieff,Jacob Medvedieff,Korobotshko,,1/6/1916,,1916,"New York, NY",Vi 69596,Victor,"Tenor, Orchestra",King's Orchestra,"Jacob Medvedieff (tenor), King's Orchestra (orchestra)",In Russian
S3466,16.181,B 16971-2,Jacob Medvedieff,Jacob Medvedieff,Tchudneia Otshe,,1/6/1916,,1916,"New York, NY",Vi rej,Victor,"Tenor, Orchestra",King's Orchestra,"Jacob Medvedieff (tenor), King's Orchestra (orchestra)",In Russian
S3467,16.181,B 16973-2,Jacob Medvedieff,Jacob Medvedieff,Schlof Mein Kind,,1/6/1916,,1916,"New York, NY",Vi 67720,Victor,"Tenor, Orchestra",King's Orchestra; Sholom Aleichem-Medvedieff (composer),"Jacob Medvedieff (tenor), King's Orchestra (orchestra), Sholem Aleichem (composer), Jacob Medvedieff (composer)",
S3468,16.181,B 17033-1,Jacob Medvedieff,Jacob Medvedieff,Ach Ty Riboineo Schel Eilom,,1/20/1916,,1916,"New York, NY",Vi 67718,Victor,"Tenor, Orchestra",King's Orchestra,"Jacob Medvedieff (tenor), King's Orchestra (orchestra)",
S3469,16.181,B 17034-2,Jacob Medvedieff,Jacob Medvedieff,Lomir Sich Iberbetten,,1/20/1916,,1916,"New York, NY",Vi 67720,Victor,"Tenor, Orchestra",King's Orchestra,"Jacob Medvedieff (tenor), King's Orchestra (orchestra)",
S3470,16.181,B 17035-2,Jacob Medvedieff,Jacob Medvedieff,"Mai-Ko-Mashma-Lon-Monologue, fin ''Jeschive Bocher''",,1/20/1916,,1916,"New York, NY",Vi rej,Victor,"Tenor, Orchestra",King's Orchestra; N.L. Saslavsky (arranger),"N.L. Saslavsky (arranger), Jacob Medvedieff (tenor), King's Orchestra (orchestra)",
S3471,16.181,B 17036-2,Jacob Medvedieff,Jacob Medvedieff,Na Posledniu Piatiorku,,1/20/1916,,1916,"New York, NY",Vi 69570,Victor,"Tenor, Orchestra",King's Orchestra; Suboff (composer),"Jacob Medvedieff (tenor), King's Orchestra (orchestra), Suboff (composer)",In Russian
S3472,16.181,B 17038-2,Jacob Medvedieff,Jacob Medvedieff,Russian Gypsy Song,,1/20/1916,,1916,"New York, NY",Vi 69570,Victor,"Tenor, Orchestra",King's Orchestra,"Jacob Medvedieff (tenor), King's Orchestra (orchestra)",In Russian
S3473,16.181,B 17404-1,Jacob Medvedieff,Jacob M. Medvedieff,Ulan,,3/30/1916,,1916,"New York, NY",Vi 67860,Victor,"Tenor, Orchestra",King's Orchestra,"Jacob Medvedieff (tenor), King's Orchestra (orchestra)",In Polish
S3474,16.181,B 17405-2,Jacob Medvedieff,Jacob M. Medvedieff,Ona-Romanza,,3/30/1916,,1916,"New York, NY",Vi 67825,Victor,"Tenor, Orchestra",King's Orchestra; A. Zarycki (composer),"Jacob Medvedieff (tenor), King's Orchestra (orchestra), Aleksander Zarzycki (composer)",In Polish
