ID Number,"Spottswood Section","Matrix Number (song #, take #)",Normative Artist Name,Artist/Performer as listed,Title of Track,Normative Title Spelling,"Date Performed (exact)","Date Performed (estimate)",Year,Place Performed,Record Label and Number,Record Label,"Instrumentation (first is performer, then alphabetical) ","Arrangers/Composer/Performers, etc (if provided)",Composers and Performers Normative Spelling,Other notes
S688,16.60,BS 051459-1 ,Abraham Ellstein,Abe Ellstein Orchestra,Odessa Mama ,,06/20/1940,,1940,"New York, NY","Vi V-9077, 25-5040",Victor,"Clarinet, Piano, Traps, Trumpet, Sousaphone",Harry Ellstein (composer); Dave Tarras (cl),"Harry Ellstein (composer), Dave Tarras (clarinet), Abe Ellstein Orchestra (orchestra)","""The Victor files credit [of this] to the Bagelman Sisters with Seymour Rechtzeit."""
S689,16.60,BS 051460-1 ,Abraham Ellstein,Abe Ellstein Orchestra,Der Freilicher Klesmer,,06/20/1940,,1940,"New York, NY","Vi V-9077, 25-5040",Victor,"Clarinet, Piano, Traps, Trumpet, Sousaphone",Harry Ellstein (composer); Dave Tarras (cl),"Harry Ellstein (composer), Dave Tarras (clarinet), Abe Ellstein Orchestra (orchestra)","""The Victor files credit [of this] to the Bagelman Sisters with Seymour Rechtzeit."""
S690,16.61,x,Minnie Epstein,Minnie Epstein ,Das Yidische Herz ,,,1909,1909,"New York, NY",Indestructible 1181 (2 min),Indestructible Records,Vocal,Brody (composer),"Minnie Epstein (vocal), Joseph Brody (composer)",
S691,16.62,5106-2,M.Z. Feinman Brothers,M.Z. Feinman Brothers ,Mr. Gallagher And Mr. Shean-Pt. 1,,,03/1923,1923,"New York, NY",Re 9451,Banner Records,"Vocal Duet, Orchestra",Jack Mills (composer),"M.Z. Feinman Brothers (vocal duet), Jack Mills (composer)",
S692,16.62,5107-1,M.Z. Feinman Brothers,M.Z. Feinman Brothers ,Mr. Gallagher And Mr. Shean-Pt. 2,,,03/1923,1923,"New York, NY",Re 9451,Banner Records,"Vocal Duet, Orchestra",Jack Mills (composer),"M.Z. Feinman Brothers (vocal duet), Jack Mills (composer)",
S693,16.63,W105894-2 ,Harry Feld,Harry Feld ,"Palestina Is Mein Fatherland, fun ''Palestiner Liebe'' ",,09/1925,,1925,"New York, NY",Co 8086-F,Columbia,"Tenor, Orchestra",Sholom Secunda (composer),"Harry Feld (tenor), Sholom Secunda (composer)",
S694,16.63,W 105895-1 ,Harry Feld,Harry Feld ,"A Mame Darf Men Heren, fun ''A Heim Far A Mame''",,09/1925,,1925,"New York, NY",Co 8086-F,Columbia,"Tenor, Orchestra",Sholom Secunda (composer),"Harry Feld (tenor), Sholom Secunda (composer)",
S695,16.63,W 106146-2 ,Harry Feld,Harry Feld ,"Zol Es Gehn Vi Es Geht, fun ''Hertzer Tzu Ferkoifen'' ",,12/1925,,1925,"New York, NY",Co 8098-F,Columbia,"Tenor, Orchestra",Sholom Secunda (composer),"Harry Feld (tenor), Sholom Secunda (composer)",
S696,16.63,W 106147-3 ,Harry Feld,Harry Feld ,"Mir Fehlt A Weib, fun ''Hertzer Tzu Ferkoifen'' ",,12/1925,,1925,"New York, NY",Co 8098-F,Columbia,"Tenor, Orchestra",Sholom Secunda (composer),"Harry Feld (tenor), Sholom Secunda (composer)",
S697,16.64,BVE 58537-2 ,Isaak Feld,I. Feld ,Fidele (Violin) ,,1/30/1930,,1930,"New York, NY",Vi rej,Victor,"Vocal, Clarinet, Flute, Piano, Trombone, Trumpet, Tuba, Violin",Alex Olshanetsky (composer and director),"Isaak Feld (vocal), Alexander Olshanetsky (composer), Alexander Olshanetsky (director)",
S698,16.64,BVE 58538-2 ,Isaak Feld,I. Feld,Pinke Mit Der Katerinka ,,1/30/1930,,1930,"New York, NY",Vi rej,Victor,"Vocal, Clarinet, Flute, Piano, Trombone, Trumpet, Tuba, Violin",Alex Olshanetsky (composer and director),"Isaak Feld (vocal), Alexander Olshanetsky (composer), Alexander Olshanetsky (director)",
S699,16.64,BVE 58539-2 ,Isaak Feld,I. Feld,Shpeilt A Shtikele (Play A Little Piece) (Der Varshever Landsman),,1/30/1930,,1930,"New York, NY",Vi V-9028,Victor,"Vocal, Clarinet, Flute, Piano, Trombone, Trumpet, Tuba, Violin",Alex Olshanetsky (composer and director),"Isaak Feld (vocal), Alexander Olshanetsky (composer), Alexander Olshanetsky (director)",
S700,16.64,BVE 58540-2 ,Isaak Feld,I. Feld,2 Shalach Munes Trugen (Sending Of Gifts) ,,1/30/1930,,1930,"New York, NY",Vi V-9028,Victor,"Vocal, Clarinet, Flute, Piano, Trombone, Trumpet, Tuba, Violin",Alex Olshanetsky (composer and director),"Isaak Feld (vocal), Alexander Olshanetsky (composer), Alexander Olshanetsky (director)",
S701,16.65,44221-1 ,Joseph Feldman ,Joseph Feldman ,Dus Is A Kinz ,,,Early 1916,1916,"New York, NY",Co E2997,Columbia,"Tenor, Orchestra",Feldman (composer),"Joseph Feldman (tenor), Joseph Feldman (composer)",
S702,16.65,44222-1 ,Joseph Feldman ,Joseph Feldman ,As Men Hot Kein Saichel ,,,Early 1916,1916,"New York, NY",Co E2997,Columbia,"Tenor, Orchestra",,Joseph Feldman (tenor),
S703,16.65,44223-1 ,Joseph Feldman ,Joseph Feldman ,Shichelach,,,Early 1916,1916,"New York, NY",Co E3036,Columbia,"Tenor, Orchestra",,Joseph Feldman (tenor),
S704,16.65,44226-1 ,Joseph Feldman ,Joseph Feldman ,Die Zwei Brider,,,Early 1916,1916,"New York, NY",Co E3036,Columbia,Spoken,,Joseph Feldman (speaker),
S705,16.65,B 17967-1,Joseph Feldman ,Joseph Feldman ,Zwei Isoimim (Two Orphans),,07/12/1916,,1916,"New York, NY",Vi rej,Victor,"Tenor, Orchestra",King's Orchestra (orchestra),"Joseph Feldman (tenor), King's Orchestra (orchestra)",
S706,16.65,B 17968-2 ,Joseph Feldman ,Joseph Feldman ,Yiddisher Dichter (Yiddisher Director),,07/12/1916,,1916,"New York, NY",Vi 69293,Victor,"Tenor, Orchestra",S. Fruck (composer); King's Orchestra (orchestra),"Joseph Feldman (tenor), S. Fruck (composer), King's Orchestra (orchestra)",
S707,16.65,44588-1 ,Joseph Feldman ,Joseph Feldman ,Mein Wabel Mirke ,,,Late 1916,1916,"New York, NY",Co E3175,Columbia,"Tenor, Orchestra",,Joseph Feldman (tenor),
S708,16.65,44589-2 ,Joseph Feldman ,Joseph Feldman ,Das Yussemil ,,,Late 1916,1916,"New York, NY",Co E3141,Columbia,"Tenor, Orchestra",,Joseph Feldman (tenor),
S709,16.65,44725-1 ,Joseph Feldman ,Joseph Feldman ,Shenk Mir Mein Mame ,,,03/1917,1917,"New York, NY",Co E3408,Columbia,"Tenor, Orchestra",Perlmutter & Wohl (composers),"Joseph Feldman (tenor), Arnold Perlmutter (composer), Herman Wohl (composer)",
S710,16.65,44726-1 ,Joseph Feldman ,Joseph Feldman ,Hoinig Shabes ,,,03/1917,1917,"New York, NY",Co E3175,Columbia,"Tenor, Orchestra",Rumshinsky (composer),"Joseph Feldman (tenor), Joseph Rumshinsky (composer)",
S711,16.65,44774-1 ,Joseph Feldman ,Joseph Feldman ,"A Yid Bistu, Geh Weiter Geh ",,,04/1917,1917,"New York, NY",Co E3408,Columbia,"Tenor, Piano, Violin",Goldfaden (composer),"Joseph Feldman (tenor), Abraham Goldfaden (composer)",
S712,16.65,58368-1 ,Joseph Feldman ,Joseph Feldman ,Ich Dank Dir Gott,,,06/1917,1917,"New York, NY",Co E3614,Columbia,"Tenor, Orchestra",,Joseph Feldman (tenor),
S713,16.65,58369-1 ,Joseph Feldman ,Joseph Feldman ,"Leib, Leib, A Guten Tug ",,,06/1917,1917,"New York, NY",Co E3518,Columbia,"Tenor, Orchestra",,Joseph Feldman (tenor),
S714,16.65,58370-2 ,Joseph Feldman ,Joseph Feldman ,Un A Weib ,,,06/1917,1917,"New York, NY",Co E3518,Columbia,"Tenor, Orchestra",,Joseph Feldman (tenor),
S715,16.65,58563-2 ,Joseph Feldman ,Joseph Feldman ,Bour Koroh Wajachperehu ,,09/1917,,1917,"New York, NY",Co E3614,Columbia,"Tenor, Orchestra",,Joseph Feldman (tenor),
S716,16.65,58578-2 ,Joseph Feldman ,Joseph Feldman ,Moishe Kapoir ,,09/1917,,1917,"New York, NY",Co E3562,Columbia,"Tenor, Orchestra",,Joseph Feldman (tenor),
S717,16.65,58733-2 ,Joseph Feldman ,Joseph Feldman ,Tfiloh L'Milchomeh ,,11/1917,,1917,"New York, NY",Co E3668,Columbia,"Tenor, Orchestra",,Joseph Feldman (tenor),
S718,16.65,x,Joseph Feldman ,Joseph Feldman ,"A Yid Bistu, Geh' Weiter Geh ",,,1917,1917,"New York, NY","Pat 3528, 03528",Pathe,Tenor,,Joseph Feldman (tenor),
S719,16.65,x,Joseph Feldman ,Joseph Feldman ,Vie Senen Meine Kinder ,,,1917,1917,"New York, NY","Pat 3528, 03528",Pathe,Tenor,,Joseph Feldman (tenor),
