"sponsorID","trackID","recordFormat","recordNumber"
"SPR2163","R9499","78 RPM - 10"" single-sided","-"
"SPR2164","R6180","33 1/3 RPM - 12""","-"
"SPR2165","R13055","Cassette tape","-"
"SPR2165","R509","Cassette tape","-"
"SPR2165","R9971","Cassette tape","-"
"SPR2166","R2678","78 RPM - 10""","-"
"SPR2166","R3036","78 RPM - 10""","-"
"SPR2167","R4300","33 1/3 RPM - 12""","-"
"SPR2168","R9155","33 1/3 RPM - 12""","-"
"SPR2169","R4299","33 1/3 RPM - 12""","-"
"SPR217","R11471","33 1/3 RPM - 12""","-"
"SPR2170","R3692","78 RPM - 12""","-"
"SPR2171","R9403","33 1/3 RPM - 10""","-"
"SPR2172","R13991","33 1/3 RPM - 12""","-"
"SPR2172","R13992","33 1/3 RPM - 12""","-"
"SPR2172","R13993","33 1/3 RPM - 12""","-"
"SPR2173","R6290","45 RPM","-"
"SPR2174","R1027","33 1/3 RPM - 12""","-"
"SPR2174","R14730","33 1/3 RPM - 12""","-"
"SPR2175","R10601","33 1/3 RPM - 10""","-"
"SPR2175","R13712","33 1/3 RPM - 12""","-"
"SPR2175","R13713","33 1/3 RPM - 12""","-"
"SPR2175","R5144","33 1/3 RPM - 12""","-"
"SPR2175","R5153","33 1/3 RPM - 12""","-"
"SPR2175","R5578","33 1/3 RPM - 10""","-"
"SPR2175","R5862","78 RPM - 12""","-"
"SPR2175","R5863","78 RPM - 12""","-"
"SPR2175","R5864","78 RPM - 12""","-"
"SPR2175","R5865","78 RPM - 12""","-"
"SPR2175","R5866","78 RPM - 12""","-"
"SPR2175","R5867","78 RPM - 12""","-"
"SPR2175","R5891","33 1/3 RPM - 10""","-"
"SPR2175","R8599","33 1/3 RPM - 12""","-"
"SPR2175","R8698","33 1/3 RPM - 10""","-"
"SPR2175","R8700","33 1/3 RPM - 10""","-"
"SPR2175","R9057","33 1/3 RPM - 12""","-"
"SPR2175","R9297","33 1/3 RPM - 7""","-"
"SPR2176","M23","-","-"
"SPR2177","M34","-","-"
"SPR2178","R4380","33 1/3 RPM - 12""","-"
"SPR2178","R9353","33 1/3 RPM - 12""","-"
"SPR2179","R113","33 1/3 RPM - 12""","-"
"SPR2179","R11423","33 1/3 RPM - 12""","-"
"SPR2179","R11431","33 1/3 RPM - 12""","-"
"SPR2179","R11432","33 1/3 RPM - 12""","-"
"SPR2179","R12022","33 1/3 RPM - 12""","-"
"SPR2179","R12847","33 1/3 RPM - 12""","-"
"SPR2179","R13409","33 1/3 RPM - 12""","-"
"SPR2179","R13412","33 1/3 RPM - 12""","-"
"SPR2179","R13518","33 1/3 RPM - 12""","-"
"SPR2179","R13551","45 RPM","-"
"SPR2179","R13674","33 1/3 RPM - 12""","-"
"SPR2179","R15119","Cassette tape","-"
"SPR2179","R15224","33 1/3 RPM - 12""","-"
"SPR2179","R15225","33 1/3 RPM - 12""","-"
"SPR2179","R3912","33 1/3 RPM - 12""","-"
"SPR2179","R3915","33 1/3 RPM - 12""","-"
"SPR2179","R3981","33 1/3 RPM - 12""","-"
"SPR2179","R4049","33 1/3 RPM - 12""","-"
"SPR2179","R4053","33 1/3 RPM - 12""","-"
"SPR2179","R6124","33 1/3 RPM - 12""","-"
"SPR2179","R6125","33 1/3 RPM - 12""","-"
"SPR2179","R6164","33 1/3 RPM - 12""","-"
"SPR2179","R6362","33 1/3 RPM - 12""","-"
"SPR2179","R6363","33 1/3 RPM - 12""","-"
"SPR2179","R6370","33 1/3 RPM - 12""","-"
"SPR2179","R6371","33 1/3 RPM - 12""","-"
"SPR2179","R6793","33 1/3 RPM - 12""","-"
"SPR2179","R7749","45 RPM","-"
"SPR2179","R8679","33 1/3 RPM - 12""","-"
"SPR218","R4272","Cassette tape","-"
"SPR2181","S3960","-","UHD&C 1093"
"SPR2181","S3961","-","UHD&C 1098"
"SPR2181","S4135","-","UHD&C 1242"
"SPR2181","S4136","-","UHD&C 1243"
"SPR2181","S4137","-","UHD&C 1244"
"SPR2181","S4138","-","UHD&C 1251"
"SPR2181","S4139","-","UHD&C 1252"
"SPR2181","S4140","-","UHD&C 1253"
"SPR2181","S4141","-","UHD&C 1254"
"SPR2181","S4142","-","UHD&C 1255"
"SPR2181","S4143","-","UHD&C 1256"
"SPR2181","S4386","-","UHD&C1233"
"SPR2181","S4387","-","UHD&C1234"
"SPR2181","S4388","-","UHD&C1235"
"SPR2181","S4389","-","UHD&C 1236"
"SPR2181","S4390","-","UHD&C 1237"
"SPR2181","S4391","-","UHD&C 1238"
"SPR2181","S4392","-","UHD&C 1239"
"SPR2181","S4393","-","UHD&C1240"
"SPR2181","S4394","-","UHD&C 1241"
"SPR2181","S5199","-","UHD&C 335"
"SPR2181","S5200","-","UHD&C 336"
"SPR2181","S5201","-","UHD&C 337"
"SPR2181","S5202","-","UHD&C 509"
"SPR2181","S5203","-","UHD&C 682"
"SPR2181","S5411","-","UHD&C 516"
"SPR2181","S5412","-","UHD&C 529"
"SPR2181","S5413","-","UHD&C 1077"
"SPR2181","S5414","-","UHD&C 1078"
"SPR2181","S5415","-","UHD&C 1081"
"SPR2181","S5416","-","UHD&C 1082"
"SPR2181","S5417","-","UHD&C 1083"
"SPR2181","S5418","-","UHD&C 1084"
"SPR2181","S5419","-","UHD&C 1099"
"SPR2181","S5420","-","UHD&C 1122"
"SPR2181","S5421","-","UHD&C 1123"
"SPR2181","S5422","-","UHD&C 1124"
"SPR2181","S5423","-","UHD&C 1125"
"SPR2181","S5424","-","UHD&C 1126"
"SPR2181","S5425","-","UHD&C 1127"
"SPR2181","S5426","-","UHD&C 1128"
"SPR2181","S5427","-","UHD&C 1144"
"SPR2181","S5428","-","UHD&C 1154"
"SPR2181","S5429","-","UHD&C 1155"
"SPR2181","S5430","-","UHD&C 1156"
"SPR2181","S5431","-","UHD&C 1157"
"SPR2181","S5432","-","UHD&C 1158"
"SPR2181","S5433","-","UHD&C 1159"
"SPR2181","S5434","-","UHD&C 1160"
"SPR2181","S5435","-","UHD&C 1161"
"SPR2181","S5436","-","UHD&C 1162"
"SPR2181","S5437","-","UHD&C 1163"
"SPR2181","S5448","-","UHD&C 1202"
"SPR2181","S5449","-","UHD&C 1207"
"SPR2181","S5450","-","UHD&C 1212"
"SPR2181","S5451","-","UHD&C 1220"
"SPR2181","S5452","-","UHD&C 1222"
"SPR2181","S5453","-","UHD&C 1224"
"SPR2181","S5454","-","UHD&C 1225"
"SPR2181","S5455","-","UHD&C 1226"
"SPR2181","S5456","-","UHD&C 1227"
"SPR2181","S5457","-","UHD&C 1228"
"SPR2181","S5458","-","UHD&C 1229"
"SPR2181","S5459","-","UHD&C 1230"
"SPR2181","S5460","-","UHD&C 1231"
"SPR2181","S5729","-","UHD&C 79"
"SPR2181","S5736","-","UHD&C 1201"
"SPR2181","S5737","-","UHD&C 1216"
"SPR2181","S5751","-","UHD&C"
"SPR2182","S119","-","UHD&C 1263"
"SPR2182","S120","-","UHD&C 1264"
"SPR2182","S121","-","UHD&C 1265"
"SPR2182","S122","-","UHD&C 1266"
"SPR2182","S123","-","UHD&C 1267"
"SPR2182","S1509","-","UHD&C 1146"
"SPR2182","S1510","-","UHD&C 1147"
"SPR2182","S1511","-","UHD&C 1148"
"SPR2182","S1512","-","UHD&C 1149"
"SPR2182","S1513","-","UHD&C 1150"
"SPR2182","S1514","-","UHD&C 1151"
"SPR2182","S1515","-","UHD&C 1152"
"SPR2182","S1516","-","UHD&C 1153"
"SPR2182","S1535","-","UHD&C 1129"
"SPR2182","S1536","-","UHD&C 1130"
"SPR2182","S1537","-","UHD&C 1131"
"SPR2182","S1538","-","UHD&C 1132"
"SPR2182","S1539","-","UHD&C 1133"
"SPR2182","S1540","-","UHD&C 1134"
"SPR2182","S1541","-","UHD&C 1135"
"SPR2182","S1542","-","UHD&C 1136"
"SPR2182","S1543","-","UHD&C 1137"
"SPR2182","S1544","-","UHD&C 1139"
"SPR2182","S1545","-","UHD&C 1140"
"SPR2182","S1546","-","UHD&C 1141"
"SPR2182","S1551","-","UHD&C 1246"
"SPR2182","S1552","-","UHD&C 1247"
"SPR2182","S1553","-","UHD&C 1248"
"SPR2182","S1554","-","UHD&C 1250"
"SPR2182","S2048","-","UHD&C 1003"
"SPR2182","S2049","-","UHD&C 1103"
"SPR2182","S2050","-","UHD&C 1257"
"SPR2182","S2051","-","UHD&C 1258"
"SPR2182","S2052","-","UHD&C 1259"
"SPR2182","S2053","-","UHD&C 1260"
"SPR2182","S2054","-","UHD&C 1261"
"SPR2182","S2055","-","UHD&C 1262"
"SPR2182","S2498","-","UHD&C 1033"
"SPR2182","S2499","-","UHD&C 1034"
"SPR2182","S2500","-","UHD&C 1038"
"SPR2182","S257","-","UHD&C 1191"
"SPR2182","S258","-","UHD&C 1193"
"SPR2182","S259","-","UHD&C 1194"
"SPR2182","S260","-","UHD&C 1195"
"SPR2182","S261","-","UHD&C 1196"
"SPR2182","S262","-","UHD&C 1197"
"SPR2182","S263","-","UHD&C 1198"
"SPR2182","S264","-","UHD&C 1199"
"SPR2182","S265","-","UHD&C 1059"
"SPR2182","S266","-","UHD&C 1165"
"SPR2182","S267","-","UHD&C 1166"
"SPR2182","S268","-","UHD&C 1167"
"SPR2182","S269","-","UHD&C 1168"
"SPR2182","S270","-","UHD&C 1169"
"SPR2182","S271","-","UHD&C 1170"
"SPR2182","S272","-","UHD&C 1171"
"SPR2182","S273","-","UHD&C 1172"
"SPR2182","S274","-","UHD&C 1173"
"SPR2182","S275","-","UHD&C 1174"
"SPR2182","S3554","-","UHD&C 1064"
"SPR2182","S3555","-","UHD&C 1068"
"SPR2182","S865","-","UHD&C 1106"
"SPR2182","S866","-","UHD&C 1107"
"SPR2182","S867","-","UHD&C 1108"
"SPR2182","S868","-","UHD&C 1109"
"SPR2182","S869","-","UHD&C 1110"
"SPR2182","S870","-","UHD&C 1111"
"SPR2182","S871","-","UHD&C 1112"
"SPR2182","S872","-","UHD&C 1113"
"SPR2182","S873","-","UHD&C 1114"
"SPR2182","S874","-","UHD&C 1115"
"SPR2182","S875","-","UHD&C 1116"
"SPR2183","R13142","33 1/3 RPM - 12""","-"
"SPR2183","R5818","33 1/3 RPM - 12""","-"
"SPR2183","R957","33 1/3 RPM - 12""","-"
"SPR2184","R10384","33 1/3 RPM - 16""","-"
"SPR2184","R7650","33 1/3 RPM - 16""","-"
"SPR2184","R7652","33 1/3 RPM - 16""","-"
"SPR2185","R12980","45 RPM","-"
"SPR2186","R10267","78 RPM - 10""","-"
"SPR2186","R11699","78 RPM - 12""","-"
"SPR2186","R340","78 RPM - 12""","-"
"SPR2186","R3888","78 RPM - 10""","-"
"SPR2186","R5463","78 RPM - 12""","-"
"SPR2187","M427","-","-"
"SPR2188","R13288","33 1/3 RPM - 12""","-"
"SPR2188","R9384","33 1/3 RPM - 12""","-"
"SPR2189","R10704","33 1/3 RPM - 12""","-"
"SPR219","R10990","Cassette tape","-"
"SPR2190","M577","-","-"
"SPR2191","R13527","33 1/3 RPM - 12""","-"
"SPR2192","R11483","33 1/3 RPM - 12""","-"
"SPR2192","R14208","33 1/3 RPM - 10""","-"
"SPR2192","R1964","33 1/3 RPM - 12""","-"
"SPR2192","R2168","33 1/3 RPM - 12""","-"
"SPR2192","R9829","33 1/3 RPM - 12""","-"
"SPR2193","R15240","33 1/3 RPM - 12""","-"
"SPR2194","M547","-","-"
"SPR2195","M733","-","-"
"SPR2196","M738","-","-"
"SPR2197","R5168","33 1/3 RPM - 12""","-"
"SPR2198","R1967","33 1/3 RPM - 12""","-"
"SPR2199","R10032","CD","-"
"SPR2199","R10033","CD","-"
"SPR2199","R10612","CD","-"
"SPR2199","R10720","CD","-"
"SPR2199","R10847","45 RPM","-"
"SPR2199","R10927","45 RPM","-"
"SPR2199","R10936","CD","-"
"SPR2199","R10977","Cassette tape","-"
"SPR2199","R11276","45 RPM","-"
"SPR2199","R12059","45 RPM","-"
"SPR2199","R12449","Cassette tape","-"
"SPR2199","R1280","CD","-"
"SPR2199","R12836","33 1/3 RPM - 12""","-"
"SPR2199","R12928","CD","-"
"SPR2199","R12992","CD","-"
"SPR2199","R12993","CD","-"
"SPR2199","R12994","CD","-"
"SPR2199","R13375","78 RPM - 12""","-"
"SPR2199","R1357","CD","-"
"SPR2199","R13684","CD","-"
"SPR2199","R14038","Cassette tape","-"
"SPR2199","R1440","Cassette tape","-"
"SPR2199","R14918","CD","-"
"SPR2199","R15159","CD","-"
"SPR2199","R15160","CD","-"
"SPR2199","R15161","CD","-"
"SPR2199","R15162","CD","-"
"SPR2199","R15163","CD","-"
"SPR2199","R15292","CD","-"
"SPR2199","R15315","CD","-"
"SPR2199","R173","78 RPM - 10""","-"
"SPR2199","R2332","45 RPM","-"
"SPR2199","R2333","45 RPM","-"
"SPR2199","R2359","CD","-"
"SPR2199","R2845","CD","-"
"SPR2199","R2986","CD","-"
"SPR2199","R2987","CD","-"
"SPR2199","R3883","45 RPM","-"
"SPR2199","R408","CD","-"
"SPR2199","R4354","CD","-"
"SPR2199","R4363","CD","-"
"SPR2199","R4601","CD","-"
"SPR2199","R4824","CD","-"
"SPR2199","R4913","45 RPM","-"
"SPR2199","R4957","CD","-"
"SPR2199","R505","CD","-"
"SPR2199","R5129","33 1/3 RPM - 12""","-"
"SPR2199","R5258","CD","-"
"SPR2199","R5315","CD","-"
"SPR2199","R5986","CD","-"
"SPR2199","R6638","CD","-"
"SPR2199","R6969","CD","-"
"SPR2199","R7141","78 RPM - 10""","-"
"SPR2199","R7243","45 RPM","-"
"SPR2199","R726","CD","-"
"SPR2199","R7519","CD","-"
"SPR2199","R8429","Cassette tape","-"
"SPR2199","R8821","CD","-"
"SPR2199","R9097","CD","-"
"SPR2199","R9930","CD","-"
"SPR22","R5408","33 1/3 RPM - 12""","-"
"SPR220","R6330","Cassette tape","-"
"SPR220","R7766","Cassette tape","-"
"SPR2200","R15469","33 1/3 RPM - 12""","-"
"SPR2201","R15203","33 1/3 RPM - 12""","-"
"SPR2202","R1963","Cassette tape","-"
"SPR2203","S3026","-","USE 5910 (2 min)"
"SPR2203","S3027","-","USE 5911 (2 min)"
"SPR2203","S3028","-","USE 21700 (4 min)"
"SPR2203","S3029","-","USE 21701 (4 min)"
"SPR2204","R14972","Cassette tape","-"
"SPR2205","R13067","Cassette tape","-"
"SPR2206","R1364","78 RPM - 10""","-"
"SPR2207","R4321","78 RPM - 10""","-"
"SPR2207","R4322","78 RPM - 10""","-"
"SPR2208","R4320","78 RPM - 10""","-"
"SPR2209","R12028","33 1/3 RPM - 12""","-"
"SPR221","R1725","33 1/3 RPM - 12""","-"
"SPR2210","R13137","33 1/3 RPM - 12""","-"
"SPR2211","R1892","Cassette tape","-"
"SPR2211","R3785","Cassette tape","-"
"SPR2211","R4614","Cassette tape","-"
"SPR2211","R7335","Cassette tape","-"
"SPR2212","R4717","33 1/3 RPM - 10""","-"
"SPR2213","R10239","33 1/3 RPM - 12""","-"
"SPR2213","R10323","33 1/3 RPM - 12""","-"
"SPR2213","R10340","CD","-"
"SPR2213","R10341","CD","-"
"SPR2213","R10527","33 1/3 RPM - 12""","-"
"SPR2213","R11017","33 1/3 RPM - 12""","-"
"SPR2213","R11096","33 1/3 RPM - 12""","-"
"SPR2213","R11097","33 1/3 RPM - 12""","-"
"SPR2213","R11098","33 1/3 RPM - 12""","-"
"SPR2213","R11109","33 1/3 RPM - 12""","-"
"SPR2213","R11113","33 1/3 RPM - 12""","-"
"SPR2213","R11323","33 1/3 RPM - 12""","-"
"SPR2213","R1149","33 1/3 RPM - 12""","-"
"SPR2213","R1152","33 1/3 RPM - 12""","-"
"SPR2213","R11606","33 1/3 RPM - 12""","-"
"SPR2213","R11792","33 1/3 RPM - 12""","-"
"SPR2213","R11793","33 1/3 RPM - 12""","-"
"SPR2213","R11794","33 1/3 RPM - 12""","-"
"SPR2213","R11795","33 1/3 RPM - 12""","-"
"SPR2213","R11815","33 1/3 RPM - 12""","-"
"SPR2213","R12391","33 1/3 RPM - 12""","-"
"SPR2213","R12393","CD","-"
"SPR2213","R12394","33 1/3 RPM - 12""","-"
"SPR2213","R12399","33 1/3 RPM - 12""","-"
"SPR2213","R12401","33 1/3 RPM - 12""","-"
"SPR2213","R12402","Cassette tape","-"
"SPR2213","R12491","33 1/3 RPM - 12""","-"
"SPR2213","R12716","33 1/3 RPM - 12""","-"
"SPR2213","R12764","33 1/3 RPM - 12""","-"
"SPR2213","R13353","33 1/3 RPM - 12""","-"
"SPR2213","R13354","33 1/3 RPM - 12""","-"
"SPR2213","R13479","33 1/3 RPM - 12""","-"
"SPR2213","R13480","33 1/3 RPM - 12""","-"
"SPR2213","R13481","33 1/3 RPM - 12""","-"
"SPR2213","R13482","33 1/3 RPM - 12""","-"
"SPR2213","R13529","CD","-"
"SPR2213","R13530","33 1/3 RPM - 12""","-"
"SPR2213","R13531","33 1/3 RPM - 12""","-"
"SPR2213","R13532","Cassette tape","-"
"SPR2213","R13533","Cassette tape","-"
"SPR2213","R13628","33 1/3 RPM - 12""","-"
"SPR2213","R13647","33 1/3 RPM - 12""","-"
"SPR2213","R13648","33 1/3 RPM - 12""","-"
"SPR2213","R13868","CD","-"
"SPR2213","R1446","33 1/3 RPM - 12""","-"
"SPR2213","R1447","33 1/3 RPM - 12""","-"
"SPR2213","R15290","33 1/3 RPM - 12""","-"
"SPR2213","R15291","Cassette tape","-"
"SPR2213","R2469","33 1/3 RPM - 12""","-"
"SPR2213","R3817","33 1/3 RPM - 12""","-"
"SPR2213","R399","33 1/3 RPM - 12""","-"
"SPR2213","R4173","33 1/3 RPM - 12""","-"
"SPR2213","R4175","33 1/3 RPM - 12""","-"
"SPR2213","R4176","33 1/3 RPM - 12""","-"
"SPR2213","R4211","33 1/3 RPM - 12""","-"
"SPR2213","R4213","33 1/3 RPM - 12""","-"
"SPR2213","R4711","33 1/3 RPM - 12""","-"
"SPR2213","R4712","33 1/3 RPM - 12""","-"
"SPR2213","R4990","33 1/3 RPM - 12""","-"
"SPR2213","R4996","45 RPM","-"
"SPR2213","R5160","33 1/3 RPM - 12""","-"
"SPR2213","R532","CD","-"
"SPR2213","R533","33 1/3 RPM - 12""","-"
"SPR2213","R534","Cassette tape","-"
"SPR2213","R5683","33 1/3 RPM - 12""","-"
"SPR2213","R5943","33 1/3 RPM - 12""","-"
"SPR2213","R5950","33 1/3 RPM - 12""","-"
"SPR2213","R5951","33 1/3 RPM - 12""","-"
"SPR2213","R5952","33 1/3 RPM - 12""","-"
"SPR2213","R6138","33 1/3 RPM - 12""","-"
"SPR2213","R6139","33 1/3 RPM - 12""","-"
"SPR2213","R6194","33 1/3 RPM - 12""","-"
"SPR2213","R6367","CD","-"
"SPR2213","R6368","33 1/3 RPM - 12""","-"
"SPR2213","R6369","33 1/3 RPM - 12""","-"
"SPR2213","R6376","33 1/3 RPM - 12""","-"
"SPR2213","R6377","33 1/3 RPM - 12""","-"
"SPR2213","R6388","CD","-"
"SPR2213","R6389","33 1/3 RPM - 12""","-"
"SPR2213","R6390","33 1/3 RPM - 12""","-"
"SPR2213","R6391","33 1/3 RPM - 12""","-"
"SPR2213","R6392","33 1/3 RPM - 12""","-"
"SPR2213","R6393","33 1/3 RPM - 12""","-"
"SPR2213","R6394","33 1/3 RPM - 12""","-"
"SPR2213","R6396","33 1/3 RPM - 12""","-"
"SPR2213","R6397","33 1/3 RPM - 12""","-"
"SPR2213","R6576","33 1/3 RPM - 12""","-"
"SPR2213","R6577","33 1/3 RPM - 12""","-"
"SPR2213","R6609","33 1/3 RPM - 12""","-"
"SPR2213","R6610","33 1/3 RPM - 12""","-"
"SPR2213","R6611","Cassette tape","-"
"SPR2213","R6756","33 1/3 RPM - 12""","-"
"SPR2213","R6789","33 1/3 RPM - 10""","-"
"SPR2213","R7066","Cassette tape","-"
"SPR2213","R7067","CD","-"
"SPR2213","R7068","33 1/3 RPM - 12""","-"
"SPR2213","R7405","33 1/3 RPM - 12""","-"
"SPR2213","R7939","33 1/3 RPM - 12""","-"
"SPR2213","R7940","33 1/3 RPM - 12""","-"
"SPR2213","R7944","33 1/3 RPM - 12""","-"
"SPR2213","R7945","33 1/3 RPM - 12""","-"
"SPR2213","R7946","33 1/3 RPM - 12""","-"
"SPR2213","R7950","33 1/3 RPM - 10""","-"
"SPR2213","R8303","33 1/3 RPM - 12""","-"
"SPR2213","R8652","33 1/3 RPM - 12""","-"
"SPR2213","R8965","33 1/3 RPM - 12""","-"
"SPR2213","R9004","33 1/3 RPM - 12""","-"
"SPR2213","R9005","33 1/3 RPM - 12""","-"
"SPR2213","R9006","33 1/3 RPM - 12""","-"
"SPR2213","R931","33 1/3 RPM - 12""","-"
"SPR2213","R9472","CD","-"
"SPR2213","R9473","33 1/3 RPM - 12""","-"
"SPR2213","R9976","33 1/3 RPM - 12""","-"
"SPR2213","R9980","33 1/3 RPM - 12""","-"
"SPR2213","R9981","CD","-"
"SPR2214","R2020","33 1/3 RPM - 12""","-"
"SPR2214","R2882","Cassette tape","-"
"SPR2214","R2884","33 1/3 RPM - 12""","-"
"SPR2215","R1336","78 RPM - 10""","-"
"SPR2215","R14145","78 RPM - 10""","-"
"SPR2215","R1626","33 1/3 RPM - 10""","-"
"SPR2215","R1627","33 1/3 RPM - 10""","-"
"SPR2215","R4566","78 RPM - 10""","-"
"SPR2215","R5590","78 RPM - 10""","-"
"SPR2215","R572","78 RPM - 10""","-"
"SPR2215","R6372","33 1/3 RPM - 10""","-"
"SPR2215","R6373","33 1/3 RPM - 10""","-"
"SPR2216","R9985","78 RPM - 12""","-"
"SPR2217","R13189","33 1/3 RPM - 12""","-"
"SPR2217","R13190","33 1/3 RPM - 12""","-"
"SPR2217","R3919","33 1/3 RPM - 12""","-"
"SPR2218","R7877","33 1/3 RPM - 12""","-"
"SPR2219","R13853","78 RPM - 10""","-"
"SPR222","R2409","Cassette tape","-"
"SPR2220","R13296","CD","-"
"SPR2220","R13297","Cassette tape","-"
"SPR2220","R13987","CD","-"
"SPR2220","R14188","CD","-"
"SPR2221","R13989","45 RPM","-"
"SPR2221","R3567","33 1/3 RPM - 10""","-"
"SPR2221","R3568","33 1/3 RPM - 10""","-"
"SPR2221","R8046","33 1/3 RPM - 10""","-"
"SPR2222","R454","33 1/3 RPM - 12""","-"
"SPR2222","R4708","33 1/3 RPM - 12""","-"
"SPR2222","R4709","33 1/3 RPM - 12""","-"
"SPR2222","R5680","33 1/3 RPM - 12""","-"
"SPR2222","R5726","33 1/3 RPM - 12""","-"
"SPR2222","R6171","33 1/3 RPM - 12""","-"
"SPR2222","R8163","33 1/3 RPM - 12""","-"
"SPR2223","R12419","33 1/3 RPM - 12""","-"
"SPR2224","R12420","33 1/3 RPM - 12""","-"
"SPR2225","S100","-","Vi V-9051, 25-5018"
"SPR2225","S1001","-","Vi rej"
"SPR2225","S1002","-","Vi rej"
"SPR2225","S1003","-","Vi rej"
"SPR2225","S1004","-","Vi 78180"
"SPR2225","S1005","-","Vi 78180"
"SPR2225","S101","-","Vi V-9052, 25-5019, 51-0007 (45)"
"SPR2225","S1010","-","Vi rej (7'')"
"SPR2225","S1012","-","Vi 2878 (7'')"
"SPR2225","S1014","-","Vi rej (7'')"
"SPR2225","S1016","-","Vi 2926(7'')"
"SPR2225","S102","-","Vi V-9052, 25-5019"
"SPR2225","S1021","-","Vi 2944 (7'')"
"SPR2225","S1023","-","Vi 2945 (7'')"
"SPR2225","S1025","-","Vi 2949 (7'')"
"SPR2225","S1028","-","Vi 2946 (7'')"
"SPR2225","S1030","-","Vi 2947 (7'')"
"SPR2225","S1106","-","Vi trial"
"SPR2225","S1107","-","Vi 67797"
"SPR2225","S1108","-","Vi rej"
"SPR2225","S1109","-","Vi 67799"
"SPR2225","S1110","-","Vi 67799"
"SPR2225","S1111","-","Vi rej"
"SPR2225","S1112","-","Vi 67798"
"SPR2225","S1113","-","Vi rej"
"SPR2225","S1114","-","Vi rej"
"SPR2225","S1115","-","Vi rej"
"SPR2225","S1116","-","Vi 67798"
"SPR2225","S1117","-","Vi 69261"
"SPR2225","S1118","-","Vi 67906"
"SPR2225","S1119","-","Vi 67797"
"SPR2225","S1120","-","Vi 67906"
"SPR2225","S1121","-","Vi rej"
"SPR2225","S1122","-","Vi 67993"
"SPR2225","S1123","-","Vi 69048"
"SPR2225","S1124","-","Vi rej"
"SPR2225","S1125","-","Vi 69048"
"SPR2225","S1126","-","Vi rej"
"SPR2225","S1127","-","Vi rej"
"SPR2225","S1128","-","Vi 69459"
"SPR2225","S1129","-","Vi rej"
"SPR2225","S1130","-","Vi rej"
"SPR2225","S1131","-","Vi rej"
"SPR2225","S1132","-","Vi 69626"
"SPR2225","S1133","-","Vi 69626"
"SPR2225","S1134","-","Vi 69676"
"SPR2225","S1135","-","Vi 69459"
"SPR2225","S1136","-","Vi 69479"
"SPR2225","S1137","-","Vi 69479"
"SPR2225","S1138","-","Vi rej"
"SPR2225","S1139","-","Vi 69676"
"SPR2225","S1225","-","Vi rej"
"SPR2225","S1226","-","Vi rej"
"SPR2225","S1237","-","Vi 77598"
"SPR2225","S1238","-","Vi 77598"
"SPR2225","S1239","-","Vi 77020"
"SPR2225","S1240","-","Vi rej"
"SPR2225","S1243","-","Vi 77020"
"SPR2225","S1246","-","Vi rej"
"SPR2225","S1249","-","Vi 77313"
"SPR2225","S1251","-","Vi 77313"
"SPR2225","S1252","-","Vi rej"
"SPR2225","S1253","-","Vi rej"
"SPR2225","S1254","-","Vi 78449"
"SPR2225","S1255","-","Vi 78449"
"SPR2225","S1256","-","Vi rej"
"SPR2225","S1257","-","Vi rej"
"SPR2225","S1258","-","Vi 77768"
"SPR2225","S1259","-","Vi 77768"
"SPR2225","S1260","-","Vi 78124"
"SPR2225","S1261","-","Vi 78189"
"SPR2225","S1262","-","Vi 78189"
"SPR2225","S1263","-","Vi 78679"
"SPR2225","S1264","-","Vi rej"
"SPR2225","S1265","-","Vi 78679"
"SPR2225","S1266","-","Vi rej"
"SPR2225","S1271","-","Vi 79375"
"SPR2225","S1272","-","Vi 79375"
"SPR2225","S1281","-","Vi rej"
"SPR2225","S1282","-","Vi rej"
"SPR2225","S1283","-","Vi V-9013"
"SPR2225","S1284","-","Vi V-9013"
"SPR2225","S1317","-","Vi 67935"
"SPR2225","S1318","-","Vi 67935"
"SPR2225","S1336","-","Vi 72956"
"SPR2225","S1337","-","Vi rej"
"SPR2225","S1338","-","Vi rej"
"SPR2225","S1339","-","Vi 72947"
"SPR2225","S1340","-","Vi 72956"
"SPR2225","S1345","-","Vi 73190"
"SPR2225","S1346","-","Vi 73190"
"SPR2225","S1351","-","Vi 73277"
"SPR2225","S1352","-","Vi 73277"
"SPR2225","S1367","-","Vi 73343"
"SPR2225","S1368","-","Vi 73343"
"SPR2225","S1373","-","Vi rej"
"SPR2225","S1374","-","Vi 73697"
"SPR2225","S1375","-","Vi  73539"
"SPR2225","S1376","-","Vi 73539"
"SPR2225","S1381","-","Vi 73621"
"SPR2225","S1382","-","Vi 73621"
"SPR2225","S1397","-","Vi 73774, HMV B3094, K3151"
"SPR2225","S1398","-","Vi rej"
"SPR2225","S1399","-","Vi 73774, HMV B3094, K3151"
"SPR2225","S140","-","Vi 73288"
"SPR2225","S1405","-","Vi 77359"
"SPR2225","S1406","-","Vi 73928, HMV B2095, K3152"
"SPR2225","S1407","-","Vi 77359"
"SPR2225","S141","-","Vi 73288"
"SPR2225","S1412","-","Vi rej"
"SPR2225","S1413","-","Vi 77204, HMV B2098, K3150"
"SPR2225","S1414","-","Vi 77204, HMV B2098"
"SPR2225","S1415","-","Vi 77680"
"SPR2225","S1434","-","Vi 77383"
"SPR2225","S1435","-","Vi 77382"
"SPR2225","S1436","-","Vi 77383"
"SPR2225","S1439","-","Vi 77487"
