"sponsorID","trackID","recordFormat","recordNumber"
"SPR2","M721","-","-"
"SPR2","M722","-","-"
"SPR2","M725","-","-"
"SPR2","M729","-","-"
"SPR2","M731","-","-"
"SPR2","M732","-","-"
"SPR2","M734","-","-"
"SPR2","M735","-","-"
"SPR2","M737","-","-"
"SPR2","M739","-","-"
"SPR2","M740","-","-"
"SPR2","M743","-","-"
"SPR2","M747","-","-"
"SPR2","M750","-","-"
"SPR2","M751","-","-"
"SPR2","M753","-","-"
"SPR2","M754","-","-"
"SPR2","M757","-","-"
"SPR2","M76","-","-"
"SPR2","M762","-","-"
"SPR2","M764","-","-"
"SPR2","M766","-","-"
"SPR2","M767","-","-"
"SPR2","M768","-","-"
"SPR2","M77","-","-"
"SPR2","M771","-","-"
"SPR2","M773","-","-"
"SPR2","M777","-","-"
"SPR2","M78","-","-"
"SPR2","M780","-","-"
"SPR2","M782","-","-"
"SPR2","M783","-","-"
"SPR2","M784","-","-"
"SPR2","M79","-","-"
"SPR2","M8","-","-"
"SPR2","M80","-","-"
"SPR2","M81","-","-"
"SPR2","M82","-","-"
"SPR2","M83","-","-"
"SPR2","M84","-","-"
"SPR2","M85","-","-"
"SPR2","M86","-","-"
"SPR2","M87","-","-"
"SPR2","M88","-","-"
"SPR2","M89","-","-"
"SPR2","M9","-","-"
"SPR2","M90","-","-"
"SPR2","M91","-","-"
"SPR2","M93","-","-"
"SPR2","M94","-","-"
"SPR2","M95","-","-"
"SPR2","M96","-","-"
"SPR2","M97","-","-"
"SPR2","M98","-","-"
"SPR2","M99","-","-"
"SPR20","R984","33 1/3 RPM - 12""","-"
"SPR200","R5430","Cassette tape","-"
"SPR2000","R4014","CD","-"
"SPR2001","R10991","CD","-"
"SPR2001","R12865","CD","-"
"SPR2001","R12866","Cassette tape","-"
"SPR2001","R12964","Cassette tape","-"
"SPR2001","R6174","CD","-"
"SPR2002","R10581","Cassette tape","-"
"SPR2002","R10596","Cassette tape","-"
"SPR2002","R10635","Cassette tape","-"
"SPR2002","R10636","Cassette tape","-"
"SPR2002","R11163","Cassette tape","-"
"SPR2002","R11797","33 1/3 RPM - 12""","-"
"SPR2002","R12492","CD","-"
"SPR2002","R12650","Cassette tape","-"
"SPR2002","R1414","Cassette tape","-"
"SPR2002","R15445","Cassette tape","-"
"SPR2002","R1610","CD","-"
"SPR2002","R5328","Cassette tape","-"
"SPR2002","R5346","Cassette tape","-"
"SPR2002","R7052","Cassette tape","-"
"SPR2002","R8795","Cassette tape","-"
"SPR2002","R9874","33 1/3 RPM - 12""","-"
"SPR2003","R5892","33 1/3 RPM - 12""","-"
"SPR2004","R4404","33 1/3 RPM - 12""","-"
"SPR2005","R15165","Cassette tape","-"
"SPR2006","R14993","33 1/3 RPM - 12""","-"
"SPR2007","R6593","33 1/3 RPM - 12""","-"
"SPR2008","R10770","CD","-"
"SPR2008","R10771","33 1/3 RPM - 12""","-"
"SPR2008","R3255","CD","-"
"SPR2009","R12786","Cassette tape","-"
"SPR2009","R12787","Cassette tape","-"
"SPR2009","R12788","Cassette tape","-"
"SPR201","R2000","33 1/3 RPM - 12""","-"
"SPR201","R2001","33 1/3 RPM - 12""","-"
"SPR2010","R5165","33 1/3 RPM - 12""","-"
"SPR2010","R7591","33 1/3 RPM - 12""","-"
"SPR2011","R3317","33 1/3 RPM - 12""","-"
"SPR2011","R3497","33 1/3 RPM - 12""","-"
"SPR2012","R12245","Cassette tape","-"
"SPR2013","R4624","33 1/3 RPM - 12""","-"
"SPR2014","R8778","33 1/3 RPM - 12""","-"
"SPR2015","R4841","33 1/3 RPM - 12""","-"
"SPR2016","R13315","33 1/3 RPM - 12""","-"
"SPR2017","R404","CD","-"
"SPR2017","R496","33 1/3 RPM - 12""","-"
"SPR2018","R10582","33 1/3 RPM - 12""","-"
"SPR2018","R11294","33 1/3 RPM - 12""","-"
"SPR2018","R2418","33 1/3 RPM - 12""","-"
"SPR2019","R10167","33 1/3 RPM - 12""","-"
"SPR202","R11868","33 1/3 RPM - 12""","-"
"SPR2020","M561","-","-"
"SPR2021","R11715","33 1/3 RPM - 12""","-"
"SPR2021","R8796","Cassette tape","-"
"SPR2021","R9463","33 1/3 RPM - 12""","-"
"SPR2022","R9457","33 1/3 RPM - 12""","-"
"SPR2023","M726","-","-"
"SPR2024","M410","-","-"
"SPR2025","M412","-","-"
"SPR2025","M414","-","-"
"SPR2026","R12369","33 1/3 RPM - 12""","-"
"SPR2026","R14099","33 1/3 RPM - 12""","-"
"SPR2027","R12270","CD","-"
"SPR2027","R13371","CD","-"
"SPR2028","R11654","33 1/3 RPM - 12""","-"
"SPR2028","R2015","33 1/3 RPM - 12""","-"
"SPR2029","M394","-","-"
"SPR203","R1607","33 1/3 RPM - 12""","-"
"SPR2030","R7135","78 RPM - 12""","-"
"SPR2031","R8769","33 1/3 RPM - 12""","-"
"SPR2032","R239","78 RPM - 10""","-"
"SPR2032","R3719","78 RPM - 10""","-"
"SPR2032","R586","78 RPM - 10""","-"
"SPR2033","R6234","33 1/3 RPM - 12""","-"
"SPR2034","R1543","33 1/3 RPM - 12""","-"
"SPR2034","R1544","33 1/3 RPM - 12""","-"
"SPR2034","R1545","33 1/3 RPM - 12""","-"
"SPR2034","R1546","33 1/3 RPM - 12""","-"
"SPR2035","M705","-","-"
"SPR2036","R9326","33 1/3 RPM - 12""","-"
"SPR2037","M746","-","-"
"SPR2038","R7239","33 1/3 RPM - 12""","-"
"SPR2039","R1994","33 1/3 RPM - 12""","-"
"SPR2039","R1995","33 1/3 RPM - 12""","-"
"SPR204","R429","45 RPM","-"
"SPR2040","R10486","33 1/3 RPM - 12""","-"
"SPR2041","R12358","33 1/3 RPM - 12""","-"
"SPR2042","R12347","33 1/3 RPM - 12""","-"
"SPR2043","M741","-","-"
"SPR2044","R1143","33 1/3 RPM - 12""","-"
"SPR2044","R12649","33 1/3 RPM - 12""","-"
"SPR2045","R3825","33 1/3 RPM - 12""","-"
"SPR2046","R99","Cassette tape","-"
"SPR2047","R3750","78 RPM - 10""","-"
"SPR2048","R10157","CD","-"
"SPR2049","R13291","33 1/3 RPM - 16""","-"
"SPR2049","R13400","33 1/3 RPM - 16""","-"
"SPR2049","R13401","33 1/3 RPM - 16""","-"
"SPR2049","R234","33 1/3 RPM - 16""","-"
"SPR2049","R235","33 1/3 RPM - 16""","-"
"SPR2049","R6526","33 1/3 RPM - 16""","-"
"SPR205","R3855","CD","-"
"SPR2050","R9614","45 RPM","-"
"SPR2051","R12038","33 1/3 RPM - 12""","-"
"SPR2052","M770","-","-"
"SPR2056","R11890","Cassette tape","-"
"SPR2057","R1313","78 RPM - 10""","-"
"SPR2058","R10038","33 1/3 RPM - 12""","-"
"SPR2058","R13096","33 1/3 RPM - 12""","-"
"SPR2059","R6817","Cassette tape","-"
"SPR206","R4507","33 1/3 RPM - 10""","-"
"SPR2060","R9397","Cassette tape","-"
"SPR2061","R10137","33 1/3 RPM - 12""","-"
"SPR2062","R9162","33 1/3 RPM - 12""","-"
"SPR2063","R11541","33 1/3 RPM - 12""","-"
"SPR2063","R11555","33 1/3 RPM - 12""","-"
"SPR2065","R11546","33 1/3 RPM - 12""","-"
"SPR2067","R2293","Cassette tape","-"
"SPR2068","R9921","33 1/3 RPM - 12""","-"
"SPR207","R927","Cassette tape","-"
"SPR2070","R3913","33 1/3 RPM - 12""","-"
"SPR2071","M554","-","-"
"SPR2072","R7679","33 1/3 RPM - 10""","-"
"SPR2072","R7680","33 1/3 RPM - 10""","-"
"SPR2073","R11834","Cassette tape","-"
"SPR2074","R12374","33 1/3 RPM - 12""","-"
"SPR2074","R5266","33 1/3 RPM - 12""","-"
"SPR2074","R8714","33 1/3 RPM - 12""","-"
"SPR2074","R9139","33 1/3 RPM - 12""","-"
"SPR2074","R9871","33 1/3 RPM - 12""","-"
"SPR2075","R11761","CD","-"
"SPR2076","R10743","33 1/3 RPM - 12""","-"
"SPR2076","R4950","33 1/3 RPM - 12""","-"
"SPR2078","R15172","33 1/3 RPM - 12""","-"
"SPR2079","R13162","CD","-"
"SPR208","R2584","CD","-"
"SPR2080","R6224","78 RPM - 10""","-"
"SPR2082","R4515","CD","-"
"SPR2083","R6739","Cassette tape","-"
"SPR2084","R4375","CD","-"
"SPR2086","R13272","33 1/3 RPM - 12""","-"
"SPR2087","R2852","Cassette tape","-"
"SPR2088","R7554","33 1/3 RPM - 12""","-"
"SPR209","R4518","CD","-"
"SPR2090","M411","-","-"
"SPR2091","R11749","33 1/3 RPM - 12""","-"
"SPR2092","R309","78 RPM - 10"" single-sided","-"
"SPR2092","R4682","78 RPM - 10"" single-sided","-"
"SPR2093","R11626","Cassette tape","-"
"SPR2093","R11627","33 1/3 RPM - 12""","-"
"SPR2093","R9355","Cassette tape","-"
"SPR2093","R9646","Cassette tape","-"
"SPR2095","R7742","CD","-"
"SPR2099","R6692","CD","-"
"SPR21","R10564","33 1/3 RPM - 12""","-"
"SPR21","R5247","33 1/3 RPM - 12""","-"
"SPR21","R6837","33 1/3 RPM - 12""","-"
"SPR21","R8577","33 1/3 RPM - 12""","-"
"SPR21","R8688","33 1/3 RPM - 12""","-"
"SPR210","R3927","Cassette tape","-"
"SPR2100","R15094","45 RPM","-"
"SPR2101","R101","33 1/3 RPM - 12""","-"
"SPR2101","R10194","33 1/3 RPM - 12""","-"
"SPR2101","R10270","78 RPM - 10""","-"
"SPR2101","R10271","33 1/3 RPM - 12""","-"
"SPR2101","R10274","45 RPM","-"
"SPR2101","R10276","78 RPM - 10""","-"
"SPR2101","R10277","78 RPM - 10""","-"
"SPR2101","R10359","78 RPM - 10""","-"
"SPR2101","R10393","33 1/3 RPM - 12""","-"
"SPR2101","R10397","45 RPM","-"
"SPR2101","R10403","33 1/3 RPM - 12""","-"
"SPR2101","R10618","33 1/3 RPM - 12""","-"
"SPR2101","R10676","33 1/3 RPM - 12""","-"
"SPR2101","R10717","33 1/3 RPM - 12""","-"
"SPR2101","R10821","33 1/3 RPM - 12""","-"
"SPR2101","R1091","33 1/3 RPM - 12""","-"
"SPR2101","R11026","78 RPM - 10""","-"
"SPR2101","R11067","78 RPM - 10""","-"
"SPR2101","R11075","78 RPM - 10""","-"
"SPR2101","R11086","78 RPM - 10""","-"
"SPR2101","R11164","33 1/3 RPM - 10""","-"
"SPR2101","R11274","33 1/3 RPM - 12""","-"
"SPR2101","R11521","33 1/3 RPM - 10""","-"
"SPR2101","R11527","33 1/3 RPM - 10""","-"
"SPR2101","R11598","33 1/3 RPM - 12""","-"
"SPR2101","R11599","33 1/3 RPM - 12""","-"
"SPR2101","R11608","33 1/3 RPM - 10""","-"
"SPR2101","R11633","33 1/3 RPM - 12""","-"
"SPR2101","R11638","33 1/3 RPM - 12""","-"
"SPR2101","R11733","33 1/3 RPM - 12""","-"
"SPR2101","R11748","33 1/3 RPM - 12""","-"
"SPR2101","R11796","33 1/3 RPM - 12""","-"
"SPR2101","R11828","33 1/3 RPM - 12""","-"
"SPR2101","R11833","33 1/3 RPM - 12""","-"
"SPR2101","R11987","33 1/3 RPM - 12""","-"
"SPR2101","R12124","45 RPM","-"
"SPR2101","R12427","33 1/3 RPM - 12""","-"
"SPR2101","R12550","78 RPM - 10""","-"
"SPR2101","R12551","78 RPM - 10""","-"
"SPR2101","R12552","33 1/3 RPM - 10""","-"
"SPR2101","R12602","78 RPM - 10""","-"
"SPR2101","R12702","33 1/3 RPM - 12""","-"
"SPR2101","R12757","33 1/3 RPM - 12""","-"
"SPR2101","R12875","33 1/3 RPM - 12""","-"
"SPR2101","R13121","33 1/3 RPM - 12""","-"
"SPR2101","R13169","33 1/3 RPM - 12""","-"
"SPR2101","R13205","33 1/3 RPM - 10""","-"
"SPR2101","R13294","33 1/3 RPM - 10""","-"
"SPR2101","R13295","33 1/3 RPM - 10""","-"
"SPR2101","R13357","33 1/3 RPM - 12""","-"
"SPR2101","R13417","33 1/3 RPM - 12""","-"
"SPR2101","R13511","33 1/3 RPM - 12""","-"
"SPR2101","R13634","33 1/3 RPM - 12""","-"
"SPR2101","R13785","33 1/3 RPM - 12""","-"
"SPR2101","R13861","33 1/3 RPM - 12""","-"
"SPR2101","R13888","33 1/3 RPM - 12""","-"
"SPR2101","R1391","78 RPM - 10""","-"
"SPR2101","R14057","78 RPM - 10""","-"
"SPR2101","R14076","78 RPM - 10""","-"
"SPR2101","R14161","78 RPM - 10""","-"
"SPR2101","R14750","33 1/3 RPM - 12""","-"
"SPR2101","R14751","45 RPM","-"
"SPR2101","R14752","78 RPM - 10""","-"
"SPR2101","R14753","78 RPM - 10""","-"
"SPR2101","R14754","78 RPM - 10""","-"
"SPR2101","R14755","45 RPM","-"
"SPR2101","R14874","78 RPM - 10""","-"
"SPR2101","R15002","78 RPM - 10""","-"
"SPR2101","R15003","78 RPM - 10""","-"
"SPR2101","R15019","33 1/3 RPM - 12""","-"
"SPR2101","R1509","33 1/3 RPM - 12""","-"
"SPR2101","R15272","33 1/3 RPM - 10""","-"
"SPR2101","R15338","33 1/3 RPM - 12""","-"
"SPR2101","R15342","33 1/3 RPM - 12""","-"
"SPR2101","R15509","33 1/3 RPM - 12""","-"
"SPR2101","R15510","33 1/3 RPM - 12""","-"
"SPR2101","R15537","33 1/3 RPM - 12""","-"
"SPR2101","R15543","78 RPM - 10""","-"
"SPR2101","R15544","78 RPM - 10""","-"
"SPR2101","R15545","78 RPM - 10""","-"
"SPR2101","R1779","78 RPM - 10""","-"
"SPR2101","R1968","33 1/3 RPM - 12""","-"
"SPR2101","R2105","33 1/3 RPM - 12""","-"
"SPR2101","R2109","33 1/3 RPM - 12""","-"
"SPR2101","R2137","33 1/3 RPM - 12""","-"
"SPR2101","R2138","33 1/3 RPM - 12""","-"
"SPR2101","R2139","33 1/3 RPM - 12""","-"
"SPR2101","R2140","33 1/3 RPM - 12""","-"
"SPR2101","R2141","33 1/3 RPM - 12""","-"
"SPR2101","R2142","33 1/3 RPM - 10""","-"
"SPR2101","R2143","33 1/3 RPM - 12""","-"
"SPR2101","R2144","33 1/3 RPM - 12""","-"
"SPR2101","R2146","33 1/3 RPM - 12""","-"
"SPR2101","R2147","33 1/3 RPM - 12""","-"
"SPR2101","R2148","Cassette tape","-"
"SPR2101","R2149","33 1/3 RPM - 12""","-"
"SPR2101","R2150","33 1/3 RPM - 12""","-"
"SPR2101","R2151","33 1/3 RPM - 12""","-"
"SPR2101","R2154","33 1/3 RPM - 10""","-"
"SPR2101","R2164","33 1/3 RPM - 12""","-"
"SPR2101","R2434","78 RPM - 10""","-"
"SPR2101","R2489","33 1/3 RPM - 12""","-"
"SPR2101","R2492","33 1/3 RPM - 12""","-"
"SPR2101","R2493","33 1/3 RPM - 12""","-"
"SPR2101","R2494","33 1/3 RPM - 12""","-"
"SPR2101","R2500","33 1/3 RPM - 10""","-"
"SPR2101","R2501","33 1/3 RPM - 12""","-"
"SPR2101","R2596","33 1/3 RPM - 12""","-"
"SPR2101","R2597","33 1/3 RPM - 12""","-"
"SPR2101","R2897","45 RPM","-"
"SPR2101","R2898","33 1/3 RPM - 12""","-"
"SPR2101","R2902","33 1/3 RPM - 12""","-"
"SPR2101","R2910","33 1/3 RPM - 12""","-"
"SPR2101","R2920","33 1/3 RPM - 12""","-"
"SPR2101","R3004","33 1/3 RPM - 12""","-"
"SPR2101","R3037","33 1/3 RPM - 12""","-"
"SPR2101","R3259","78 RPM - 10""","-"
"SPR2101","R3442","78 RPM - 10""","-"
"SPR2101","R3623","78 RPM - 10""","-"
"SPR2101","R3676","33 1/3 RPM - 12""","-"
"SPR2101","R3753","78 RPM - 10""","-"
"SPR2101","R3795","33 1/3 RPM - 12""","-"
"SPR2101","R3851","78 RPM - 10""","-"
"SPR2101","R3918","33 1/3 RPM - 12""","-"
"SPR2101","R4052","33 1/3 RPM - 12""","-"
"SPR2101","R4057","33 1/3 RPM - 12""","-"
"SPR2101","R4083","45 RPM","-"
"SPR2101","R4084","78 RPM - 10""","-"
"SPR2101","R4144","33 1/3 RPM - 12""","-"
"SPR2101","R4182","33 1/3 RPM - 12""","-"
"SPR2101","R4199","33 1/3 RPM - 12""","-"
"SPR2101","R4214","33 1/3 RPM - 12""","-"
"SPR2101","R4298","33 1/3 RPM - 12""","-"
"SPR2101","R4377","33 1/3 RPM - 12""","-"
"SPR2101","R4416","33 1/3 RPM - 12""","-"
"SPR2101","R4492","33 1/3 RPM - 12""","-"
"SPR2101","R4493","33 1/3 RPM - 12""","-"
"SPR2101","R4587","33 1/3 RPM - 12""","-"
"SPR2101","R4597","33 1/3 RPM - 12""","-"
"SPR2101","R4599","33 1/3 RPM - 12""","-"
"SPR2101","R4600","33 1/3 RPM - 12""","-"
"SPR2101","R462","33 1/3 RPM - 12""","-"
"SPR2101","R4936","33 1/3 RPM - 10""","-"
"SPR2101","R5000","78 RPM - 10""","-"
"SPR2101","R5181","33 1/3 RPM - 12""","-"
"SPR2101","R5183","45 RPM","-"
"SPR2101","R5307","8-track tape","-"
"SPR2101","R5309","33 1/3 RPM - 12""","-"
"SPR2101","R5317","33 1/3 RPM - 12""","-"
"SPR2101","R5399","45 RPM","-"
"SPR2101","R5419","33 1/3 RPM - 10""","-"
"SPR2101","R5420","33 1/3 RPM - 12""","-"
"SPR2101","R5426","33 1/3 RPM - 12""","-"
"SPR2101","R5466","45 RPM","-"
"SPR2101","R5486","33 1/3 RPM - 12""","-"
"SPR2101","R5523","33 1/3 RPM - 10""","-"
"SPR2101","R5746","78 RPM - 10""","-"
"SPR2101","R5981","33 1/3 RPM - 12""","-"
"SPR2101","R6006","78 RPM - 10""","-"
"SPR2101","R6106","33 1/3 RPM - 12""","-"
"SPR2101","R6176","33 1/3 RPM - 12""","-"
"SPR2101","R6220","33 1/3 RPM - 12""","-"
"SPR2101","R6221","78 RPM - 10""","-"
"SPR2101","R6222","78 RPM - 10""","-"
"SPR2101","R6226","33 1/3 RPM - 12""","-"
"SPR2101","R6227","33 1/3 RPM - 12""","-"
"SPR2101","R6228","33 1/3 RPM - 12""","-"
"SPR2101","R6232","33 1/3 RPM - 12""","-"
"SPR2101","R6238","33 1/3 RPM - 12""","-"
"SPR2101","R6244","33 1/3 RPM - 12""","-"
"SPR2101","R6245","33 1/3 RPM - 12""","-"
"SPR2101","R6246","33 1/3 RPM - 10""","-"
"SPR2101","R6250","33 1/3 RPM - 12""","-"
"SPR2101","R6267","45 RPM","-"
"SPR2101","R6272","33 1/3 RPM - 12""","-"
"SPR2101","R6341","33 1/3 RPM - 12""","-"
"SPR2101","R635","33 1/3 RPM - 10""","-"
"SPR2101","R6354","33 1/3 RPM - 12""","-"
"SPR2101","R6355","33 1/3 RPM - 12""","-"
"SPR2101","R6485","33 1/3 RPM - 12""","-"
"SPR2101","R6530","33 1/3 RPM - 10""","-"
"SPR2101","R6557","33 1/3 RPM - 12""","-"
"SPR2101","R6559","33 1/3 RPM - 12""","-"
"SPR2101","R6561","33 1/3 RPM - 10""","-"
"SPR2101","R6565","Cassette tape","-"
"SPR2101","R6591","33 1/3 RPM - 12""","-"
"SPR2101","R6663","33 1/3 RPM - 12""","-"
"SPR2101","R6677","33 1/3 RPM - 12""","-"
"SPR2101","R6679","33 1/3 RPM - 10""","-"
"SPR2101","R6684","33 1/3 RPM - 12""","-"
"SPR2101","R6685","33 1/3 RPM - 10""","-"
"SPR2101","R6704","33 1/3 RPM - 12""","-"
"SPR2101","R6834","78 RPM - 10""","-"
"SPR2101","R6963","78 RPM - 10""","-"
"SPR2101","R718","78 RPM - 10""","-"
"SPR2101","R7288","33 1/3 RPM - 12""","-"
"SPR2101","R7427","33 1/3 RPM - 12""","-"
"SPR2101","R7479","33 1/3 RPM - 12""","-"
"SPR2101","R7544","33 1/3 RPM - 12""","-"
"SPR2101","R7947","33 1/3 RPM - 10""","-"
"SPR2101","R7949","33 1/3 RPM - 12""","-"
"SPR2101","R8142","78 RPM - 10""","-"
"SPR2101","R8143","45 RPM","-"
"SPR2101","R8361","33 1/3 RPM - 12""","-"
"SPR2101","R8362","33 1/3 RPM - 12""","-"
"SPR2101","R8364","33 1/3 RPM - 12""","-"
"SPR2101","R8647","78 RPM - 10""","-"
"SPR2101","R8722","33 1/3 RPM - 12""","-"
"SPR2101","R8872","78 RPM - 10""","-"
"SPR2101","R8873","45 RPM","-"
"SPR2101","R8874","78 RPM - 10""","-"
"SPR2101","R9020","33 1/3 RPM - 12""","-"
"SPR2101","R9021","33 1/3 RPM - 12""","-"
"SPR2101","R9025","33 1/3 RPM - 12""","-"
"SPR2101","R904","33 1/3 RPM - 12""","-"
"SPR2101","R9040","33 1/3 RPM - 12""","-"
"SPR2101","R9041","33 1/3 RPM - 10""","-"
"SPR2101","R9042","33 1/3 RPM - 12""","-"
"SPR2101","R9177","33 1/3 RPM - 12""","-"
"SPR2101","R9281","45 RPM","-"
"SPR2101","R9282","78 RPM - 10""","-"
"SPR2101","R9286","78 RPM - 10""","-"
"SPR2101","R937","33 1/3 RPM - 12""","-"
"SPR2101","R9547","33 1/3 RPM - 12""","-"
"SPR2101","R9570","33 1/3 RPM - 12""","-"
"SPR2101","R9722","33 1/3 RPM - 12""","-"
"SPR2101","R9727","33 1/3 RPM - 12""","-"
"SPR2101","R9751","33 1/3 RPM - 12""","-"
"SPR2101","R9801","33 1/3 RPM - 12""","-"
"SPR2101","R9895","78 RPM - 10""","-"
"SPR2101","R9997","33 1/3 RPM - 12""","-"
"SPR2102","R11855","33 1/3 RPM - 12""","-"
"SPR2102","R11859","CD","-"
"SPR2102","R11862","33 1/3 RPM - 12""","-"
"SPR2102","R12848","33 1/3 RPM - 12""","-"
"SPR2102","R12849","33 1/3 RPM - 12""","-"
"SPR2102","R4569","33 1/3 RPM - 12""","-"
"SPR2102","R4570","33 1/3 RPM - 12""","-"
"SPR2102","R4571","33 1/3 RPM - 12""","-"
"SPR2102","R5390","33 1/3 RPM - 12""","-"
"SPR2102","R8185","33 1/3 RPM - 12""","-"
"SPR2102","R8693","33 1/3 RPM - 12""","-"
"SPR2102","R8695","33 1/3 RPM - 12""","-"
"SPR2103","R2173","33 1/3 RPM - 12""","-"
"SPR2104","R9172","CD","-"
"SPR2105","R14213","Cassette tape","-"
"SPR2105","R2680","Cassette tape","-"
"SPR2106","R1350","33 1/3 RPM - 12""","-"
"SPR2106","R1351","33 1/3 RPM - 12""","-"
"SPR2107","R3939","CD","-"
"SPR2108","R7200","33 1/3 RPM - 12""","-"
"SPR2109","R12452","33 1/3 RPM - 12""","-"
"SPR211","R3680","Cassette tape","-"
"SPR211","R4219","33 1/3 RPM - 12""","-"
"SPR211","R447","Cassette tape","-"
"SPR211","R6486","Cassette tape","-"
"SPR2110","R8532","33 1/3 RPM - 12""","-"
"SPR2111","R5623","33 1/3 RPM - 12""","-"
"SPR2112","R10609","33 1/3 RPM - 12""","-"
"SPR2113","R1674","78 RPM - 10""","-"
"SPR2114","R7833","CD","-"
"SPR2115","R12590","33 1/3 RPM - 12""","-"
"SPR2115","R12591","33 1/3 RPM - 12""","-"
"SPR2116","R5110","33 1/3 RPM - 12""","-"
"SPR2116","R6654","33 1/3 RPM - 12""","-"
"SPR2116","R6655","33 1/3 RPM - 12""","-"
"SPR2117","R1788","33 1/3 RPM - 12""","-"
"SPR2118","R13514","Cassette tape","-"
"SPR2118","R13801","Cassette tape","-"
"SPR2119","R12445","Cassette tape","-"
"SPR212","R11271","33 1/3 RPM - 12""","-"
"SPR212","R125","Cassette tape","-"
"SPR212","R4372","33 1/3 RPM - 12""","-"
"SPR2120","R11680","33 1/3 RPM - 12""","-"
"SPR2120","R11681","33 1/3 RPM - 12""","-"
"SPR2120","R5201","33 1/3 RPM - 12""","-"
"SPR2121","R4567","CD","-"
"SPR2121","R8352","CD","-"
"SPR2122","R13317","78 RPM - 12""","-"
"SPR2122","R13318","78 RPM - 12""","-"
"SPR2122","R632","78 RPM - 12""","-"
"SPR2127","R10987","Cassette tape","-"
"SPR2127","R11571","Cassette tape","-"
"SPR2127","R8948","Cassette tape","-"
"SPR2128","R1012","78 RPM - 10""","-"
"SPR2128","R3553","78 RPM - 10""","-"
"SPR2128","R3726","78 RPM - 10""","-"
"SPR2129","R3796","Cassette tape","-"
"SPR213","R7827","Cassette tape","-"
"SPR213","R9335","Cassette tape","-"
"SPR2130","R2391","33 1/3 RPM - 12""","-"
"SPR2131","R4079","33 1/3 RPM - 12""","-"
"SPR2132","R15316","CD","-"
"SPR2132","R4419","CD","-"
"SPR2133","R11118","45 RPM","-"
"SPR2139","R108","33 1/3 RPM - 12""","-"
"SPR2139","R12508","33 1/3 RPM - 12""","-"
"SPR2139","R12514","33 1/3 RPM - 12""","-"
"SPR2139","R12908","33 1/3 RPM - 12""","-"
"SPR2139","R12956","33 1/3 RPM - 12""","-"
"SPR2139","R2234","33 1/3 RPM - 12""","-"
"SPR2139","R2609","33 1/3 RPM - 12""","-"
"SPR2139","R5636","33 1/3 RPM - 12""","-"
"SPR2139","R6213","33 1/3 RPM - 12""","-"
"SPR2140","R10870","33 1/3 RPM - 12""","-"
"SPR2140","R12612","33 1/3 RPM - 12""","-"
"SPR2140","R12613","33 1/3 RPM - 12""","-"
"SPR2140","R3801","Cassette tape","-"
"SPR2141","R8818","45 RPM","-"
"SPR2142","R9217","33 1/3 RPM - 12""","-"
"SPR2142","R9218","33 1/3 RPM - 12""","-"
"SPR2143","R9760","33 1/3 RPM - 12""","-"
"SPR2144","R11293","33 1/3 RPM - 12""","-"
"SPR2145","R14710","Cassette tape","-"
"SPR2146","R4965","CD","-"
"SPR2147","R7606","Cassette tape","-"
"SPR2148","R12850","Cassette tape","-"
"SPR2149","R465","CD","-"
"SPR215","R13287","33 1/3 RPM - 12""","-"
"SPR2150","R241","CD","-"
"SPR2152","R4706","CD","-"
"SPR2152","R4707","CD","-"
"SPR2153","R13737","33 1/3 RPM - 12""","-"
"SPR2154","R344","33 1/3 RPM - 12""","-"
"SPR2154","R356","Cassette tape","-"
"SPR2155","R12096","CD","-"
"SPR2155","R12097","CD","-"
"SPR2156","R4350","CD","-"
"SPR2157","R2650","Cassette tape","-"
"SPR2158","R2834","33 1/3 RPM - 12""","-"
"SPR2159","R11570","CD","-"
"SPR2159","R12940","33 1/3 RPM - 10""","-"
"SPR2159","R13214","78 RPM - 10""","-"
"SPR2159","R13215","78 RPM - 10""","-"
"SPR2159","R13615","33 1/3 RPM - 12""","-"
"SPR2159","R4695","33 1/3 RPM - 12""","-"
"SPR2159","R5199","33 1/3 RPM - 12""","-"
"SPR2159","R5200","33 1/3 RPM - 12""","-"
"SPR2159","R7951","33 1/3 RPM - 12""","-"
"SPR216","R13368","33 1/3 RPM - 12""","-"
"SPR216","R899","33 1/3 RPM - 12""","-"
"SPR2160","R10941","78 RPM - 12""","-"
"SPR2160","R15319","78 RPM - 12""","-"
"SPR2160","R3774","78 RPM - 12""","-"
"SPR2160","R6137","78 RPM - 12""","-"
"SPR2160","R7686","78 RPM - 12""","-"
"SPR2160","R7801","78 RPM - 12""","-"
"SPR2161","R13782","33 1/3 RPM - 12""","-"
"SPR2162","R11242","33 1/3 RPM - 12""","-"
"SPR2163","R10251","78 RPM - 10"" single-sided","-"
"SPR2163","R10554","78 RPM - 10"" single-sided","-"
"SPR2163","R11132","78 RPM - 10"" single-sided","-"
"SPR2163","R3356","78 RPM - 10"" single-sided","-"
"SPR2163","R3839","78 RPM - 10"" single-sided","-"
"SPR2163","R4355","78 RPM - 10"" single-sided","-"
"SPR2163","R5787","78 RPM - 10"" single-sided","-"
"SPR2163","R6437","78 RPM - 10"" single-sided","-"
"SPR2163","R6877","78 RPM - 10"" single-sided","-"
"SPR2163","R7140","78 RPM - 10"" single-sided","-"
"SPR2163","R8371","78 RPM - 10"" single-sided","-"
